S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2475354.0,M/S BMT Profile,INR,"432,350,680",Technical,The Technical bid documents of the above bidders have been downloaded successfully from website,Ramakanta Mohapatra,12-Apr-2024 02:25 PM,technical_497028.pdf,"CE-BM,BSB Basin,Laxmiposi",2024_CEBML_101920_2,"50/ 23-24 of CEBM, SBB, Laxmiposi","B. Construction of Rupsa Minor including all sub minors from RD 00m to RD 7560m off taking from RD 7950m of Rupsa Distributary with all its structure, C.C lining and service road.",Smt Anu Garg,External,"Er CS Padhi, Er. BK Samal, Er. L Gouda, Er CR Bhuyan, Mr. N R Panda, A Mahanti, M Dash",Chitta Ranjan Bhuyan,02-Sep-2025 04:27 PM,finsummary_497028.pdf (2291.30 KB),Smt Anu Garg Additional Chief Secretary to Govt DOWR,External,Er L Gouda Er C S Padhi Mr. N R Panda MR M Das Mr B Mallick Er B K Samal Er R K Mohapatra,Ramakanta Mohapatra,01-Nov-2024 12:38 PM,01-Nov-2024 12:45 PM,techsummary_497028.pdf (3192.00 KB),Finance,The financial bid documents of the above bidders have been downloaded successfully from website.,Ramakanta Mohapatra,02-Nov-2024 05:24 PM,finance_497028.pdf,BOQ Comparative Chart,1,2486831,GVV CONSTRUCTIONS PRIVATE LIMITED,27-Mar-2024 12:52 PM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:27 PM,01-Nov-2025,"INR 432,350,680",730.0,Chitta Ranjan Bhuyan,19-Dec-2025 05:31 PM,RupsaminorRD00mto7560m.pdf (1072.00 KB),"The work is awarded to M/s BMT Profile vide Letter No.4657/WE dt.15.10.25 of SE, BCD, Laxmiposi.",AOC,"B. Construction of Rupsa Minor including all sub minors from RD 00m to RD 7560m off taking from RD 7950m of Rupsa Distributary with all its structure, C.C lining and service road.","B. Construction of Rupsa Minor including all sub minors from RD 00m to RD 7560m off taking from RD 7950m of Rupsa Distributary with all its structure, C.C lining and service road.",As per Technical bid  ,NA ,"50,85,88,025",Civil Works - Canal,NA ,Tender,90.0,730.0,Betnoti Block,757025.0,"Office of the CE and BM, S and B Basin, Laxmiposi ","Office of the CE and BM, S and B Basin, Laxmiposi ",12-Mar-2024 11:30 AM ,"Office of the CE and BM, S and B Basin, Laxmiposi",No ,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, GST, PAN, Contractors R.C., Affidavit, no relationship with Department","CE and BM, S and B Basin, Laxmiposi","Office of the CE and BM, S and B Basin, Laxmiposi","10,000",0.0,"SE,Baisinga Canal Division,Laxmiposi","SE,Baisinga Canal Division,Laxmiposi",No,28-Feb-2024 04:45 PM,03-Apr-2024 11:00 AM,28-Feb-2024 04:45 PM,27-Mar-2024 05:00 PM,28-Feb-2024 04:45 PM ,09-Mar-2024 05:00 PM ,28-Feb-2024 04:45 PM,27-Mar-2024 05:00 PM,01-Nov-2024 12:45 PM,"CE-BM,BSB Basin,Laxmiposi","50/ 23-24 of CEBM, SBB, Laxmiposi",2024_CEBML_101920_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,1.0,Corrigendum No.3,Date,,"50,86,000",Yes,fixed,,"SE,Baisinga Canal Division,Laxmiposi","SE,Baisinga Canal Division,Laxmiposi",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2482589,LORDS INFRACON PRIVATE LIMITED,27-Mar-2024 08:20 AM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:27 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Corrigendum No.1,Fee,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2476691,MACKINTOSH BURN LIMITED,22-Mar-2024 08:01 PM,Rejected-Technical,"As per approval of Technical bid Lr No.27870 dt. 09.10.2024 of Govt of Odisha ,DoWR.",01-Nov-2024 12:38 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum No.2,Other,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2475354,M/S BMT Profile,18-Mar-2024 11:32 AM,Accepted-AOC,Awarded,19-Dec-2025 05:31 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2484695,M S H M CONSTRUCTION,25-Mar-2024 07:06 PM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:27 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2486232,VELJI RATNA SORATHIA INFRA PVT. LTD,27-Mar-2024 02:12 PM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:27 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
