Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
17-Sep-2025 10:00 AM,04-Oct-2025 11:00 AM,17-Sep-2025 10:00 AM,03-Oct-2025 05:30 PM,NA ,NA ,17-Sep-2025 10:00 AM,03-Oct-2025 05:30 PM,28-Oct-2025 01:00 PM,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",MIDJEY06/2025-26,2025_CEMIB_118146_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Superintending Engineer,"Superintending Engineer, M.I. Division, Jeypore",Construction Of Mediput Check Dam Over Local Nalla in Lamtaput Block Of Koraput District under MATY Scheme.,Construction Of Mediput Check Dam Over Local Nalla in Lamtaput Block Of Koraput District under MATY Scheme.,Please refer tender documents ,NA ,"53,44,043",Civil Works - Water Works,NA ,Tender,90.0,180.0,Lamataput,765013.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"53,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"PAN GSTIN, License, Affidavit and as per DTCN",AOC,01-Dec-2025,"INR 4,542,971",180.0,Nihar Ranjan Behera,01-Dec-2025 03:32 PM,Mediputcdaoc.pdf (153.00 KB),AOC,1,3107479,ANAM BADANAIK,03-Oct-2025 03:23 PM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,Superintending Engineer,Internal,,Nihar Ranjan Behera,28-Oct-2025 12:14 PM,28-Oct-2025 01:00 PM,techsummary_552862.pdf (1566.22 KB),Finance,On Opening of the bids total 15nos of bids were found to be received online.Hence 15nos of bids were found to be valid.,Nihar Ranjan Behera,01-Dec-2025 03:17 PM,finance_552862.pdf,BOQ Comparative Chart,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_118146_5,MIDJEY06/2025-26,Construction Of Mediput Check Dam Over Local Nalla in Lamtaput Block Of Koraput District under MATY Scheme.,Technical,On opening the bids total 15 nos. of bids were found to be received online. Hence 15 nos. of bids were found to be valid.,Nihar Ranjan Behera,28-Oct-2025 12:09 PM,technical_552862.pdf,Superintending Engineer,Internal,,Nihar Ranjan Behera,01-Dec-2025 03:23 PM,finsummary_552862.pdf (142.73 KB),1.0,3107642.0,Sidhartha Kumar Khora,INR,"4,542,971",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,2,3099119,BALABHADRA SISA,24-Sep-2025 10:25 PM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3107523,Bhabani Sankar Adari,03-Oct-2025 03:51 PM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3106120,Bhagaban Khora,02-Oct-2025 08:17 PM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3102045,BIKASH KUMAR PANDA,29-Sep-2025 08:16 PM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3107597,BISWA BHUSAN TRIPATHY,03-Oct-2025 03:59 PM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3105582,CHITTA RANJAN SARKAR,02-Oct-2025 05:48 PM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3104174,JINESH KUMAR ROUT,01-Oct-2025 11:20 AM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3103612,KASPATI LAKAYE,30-Sep-2025 02:43 PM,Rejected-AOC,Reject,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3107642,Sidhartha Kumar Khora,03-Oct-2025 04:10 PM,Accepted-AOC,Accept,01-Dec-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
