Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Finance,Bid documents of all the bidders have been downloaded successfully.,Samyak Bikash Subudhi,12-Nov-2025 04:17 PM,finance_560146.pdf,BOQ Comparative Chart,1,3208178,A R CONSTRUCTION PROP. ASHUTOSH SAHOO,10-Nov-2025 03:33 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,1.0,3198659.0,Saroj Kumar Sahoo,INR,"406,324",CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,2025_CEBBS_120339_13,SE-AID-8/2025-26,Construction of compound wall around the office building of Satmile of Sapua Badjore Irrigation Project.,06-Dec-2025,"INR 406,324",60.0,Samyak Bikash Subudhi,11-Dec-2025 05:27 PM,13WOSarojKumarSahoo.pdf (1257.00 KB),Winner in the transparent lottery system.,Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,27-Nov-2025 12:24 PM,techsummary_560146.pdf (183.58 KB),Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,27-Nov-2025 12:43 PM,finsummary_560146.pdf (287.99 KB),AOC,"2,000",Nil,Nil,No,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,SE-AID-8/2025-26,2025_CEBBS_120339_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E, Angul Irr. Divn. Angul","O.O the S.E, Angul Irr. Divn. Angul, At/P.O- Hakimpada, Dist-Angul",31-Oct-2025 11:00 AM,11-Nov-2025 11:00 AM,31-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,31-Oct-2025 11:00 AM ,06-Nov-2025 05:00 PM ,31-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,"4,800",Yes,fixed,,Nil,Nil,Construction of compound wall around the office building of Satmile of Sapua Badjore Irrigation Project.,Construction of compound wall around the office building of Satmile of Sapua Badjore Irrigation Project.,NA ,NA ,,Civil Works - Others,Boundary work ,Tender,90.0,60.0,Angul,759143.0,NA ,NA ,NA ,"O.O the S.E, Angul Irr. Divn. Angul",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GSTIN, PAN, Contractor R.C, Registered under CDMS portal, NRC.",1.0,ICICI BANK,AOC
,,,,,,2,3207333,ARMAAN CONSTRUCTION (PROP-SAIRA BANU),10-Nov-2025 02:01 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, undertakings and any other document as per SBD/DTCN.",2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3185488,BIBRAT KUMAR SAMAL,06-Nov-2025 01:45 AM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
,,,,,,4,3203919,BIDHUBHUSHAN MISHRA,09-Nov-2025 09:41 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3187022,DILIP KUMAR BEHERA PROP M/S SAI RAM FLY ASH BRICKS,06-Nov-2025 02:46 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3174265,JASHOBANT SAHU,02-Nov-2025 01:41 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3206697,LAXMIDHAR SAHOO,10-Nov-2025 01:15 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3172585,MISIRA KUMAR DHAR,02-Nov-2025 11:08 AM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3197609,Puspa Sethy,08-Nov-2025 03:02 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3194864,RASHMITA BARIK,07-Nov-2025 06:17 PM,Rejected-Finance,Not won in the transparent lottery system,27-Nov-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
