S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,Improvements to service Road to Sitagudari MIP in Khajuripada Block of Kandhamal district under CAPEX for the year 2025-26,Improvements to service Road to Sitagudari MIP in Khajuripada Block of Kandhamal district under CAPEX for the year 2025-26,Please refer Tender documents. ,NA ,"65,48,000",Civil Works - Others,Repair of MIP ,Tender,90.0,120.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-09/2025-26,2025_CEMIB_120739_17,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Only Valid CDMS, GST, PAN, Reg certificate, No relation, Affidavits and no other documents.","65,500",Yes,fixed,,Nil,Nil,S.E. MI Divn. Kandhamal,"O/o the S.E. MI Divn. Kandhamal, Phulbani",04-Nov-2025 10:00 AM,13-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,NA ,NA ,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,24-Nov-2025 09:00 AM,AOC,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,23-Nov-2025 08:17 PM,24-Nov-2025 09:00 AM,techsummary_561640.pdf (1050.43 KB),Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 02:19 PM,finance_561640.pdf,BOQ Comparative Chart,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,27-Dec-2025 09:40 PM,finsummary_561640.pdf (1050.43 KB),Technical,Bid opening Summary,SURJYA NARAYANA PANIGRAHI,23-Nov-2025 06:39 PM,technical_561640.pdf,1,3212674,ARUPANANDA MAHAPATRA,11-Nov-2025 01:25 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120739_17,BID IDENTIFICATION NO-09/2025-26,Improvements to service Road to Sitagudari MIP in Khajuripada Block of Kandhamal district under CAPEX for the year 2025-26,1.0,3212585.0,DEBASISH MOHANTY,INR,"5,566,103",27-Dec-2025,"INR 5,566,103",120.0,SURJYA NARAYANA PANIGRAHI,27-Dec-2025 09:45 PM,17SitagudariRoad.pdf (633.00 KB),AOC,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3217052,ASHISH SINGH,12-Nov-2025 01:24 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3216047,BIKASH CHANDRA DIHUDI,12-Nov-2025 09:58 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3194293,BISWAJEET PATTANAYAK,07-Nov-2025 07:18 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3196048,BISWARANJAN PATTANAYAK,08-Nov-2025 08:34 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3212585,DEBASISH MOHANTY,12-Nov-2025 12:31 PM,Accepted-AOC,Awarded through Lottery,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3216336,DEEPAK KUMAR MAHARANA,12-Nov-2025 11:34 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3199481,IPSITA PATTNAIK,12-Nov-2025 02:00 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3215383,MANAS RANJAN MAJHI,11-Nov-2025 10:10 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3217766,RAMADEVI MAHAKUDA,12-Nov-2025 03:32 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:45 PM,,,,,,,,,,,,,,,,,AOC
