Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
27-Oct-2025 11:00 AM,04-Nov-2025 11:00 AM,27-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,01-Nov-2025 05:00 PM ,27-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,"34,088",Yes,percentage,1.0%,Nil,Nil,"E.E., L.I. Division, Balangir","O/o the E.E., L.I. Division, Balangir",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT, EMD, PAPER COST, NO RELATION CERTIFICATE AND OTHER DOCUMENTS AS PER DTCN",Installation and energisation of Bramhani-VI L.I.Project under Saintala Block,Installation and energisation of Bramhani-VI L.I.Project under Saintala Block,Please refer Tender documents. ,NA ,"34,08,808",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,120.0,BALANGIR,767002.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Balangir",No ,No,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,OLIC-BLGR-02/2025-26,2025_OLIC_120040_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EE,Internal,EE and others,APARNA MISHRA,29-Dec-2025 10:29 PM,finsummary_558159.pdf (199.33 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,2025_OLIC_120040_14,OLIC-BLGR-02/2025-26,Installation and energisation of Bramhani-VI L.I.Project under Saintala Block,1.0,3173270.0,RAJKUMAR SINGH PATRA,INR,"2,897,828",Finance,20 Nos. Bidders participated,APARNA MISHRA,26-Dec-2025 10:46 PM,finance_558159.pdf,BOQ Comparative Chart,1,3169696,ABHINANDAN PANDA,02-Nov-2025 11:25 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Rejected due to the joint venture made for Kalahandi district,26-Dec-2025 10:46 PM,29-Dec-2025,"INR 3,408,808.37",120.0,APARNA MISHRA,29-Dec-2025 10:33 PM,14.pdf (1192.00 KB),Success on Lottery System,EE,Internal,EE and others,APARNA MISHRA,29-Dec-2025 10:22 PM,techsummary_558159.pdf (199.33 KB),AOC
,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3168693,ACHYUTANAND RAUT,30-Oct-2025 06:58 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 10:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3171108,BIJAYA KUMAR JAIN,01-Nov-2025 09:35 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 10:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3173110,BIKASH KUMAR JAIN,02-Nov-2025 08:51 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 10:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3165464,DHIRAJ KUMAR AGRAWAL,29-Oct-2025 11:40 AM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 10:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3168811,KAPIL KUMAR JAIN,31-Oct-2025 08:19 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 10:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3169518,KARAN JAIN,01-Nov-2025 01:27 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Rejected as confirmed from M/s. S.K.Engineering regarding genuineness of joint ventures,26-Dec-2025 10:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3170946,MOHAMMED SALMAN,02-Nov-2025 07:47 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 10:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3173251,M/S Maa Durga Agancy,02-Nov-2025 05:06 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 10:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3175762,M/S PAYAL INFRA,03-Nov-2025 03:15 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 10:29 PM,,,,,,,,,,,,,,AOC
