EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"20,170",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, RC, PAN, GSTIN, Affidavits and other required documents as per DTCN.","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,28-Oct-2025 11:45 AM,06-Nov-2025 05:30 PM,28-Oct-2025 11:45 AM,06-Nov-2025 05:00 PM,28-Oct-2025 11:45 AM ,06-Nov-2025 03:00 PM ,28-Oct-2025 11:45 AM,06-Nov-2025 05:00 PM,SR to PWD Road Nalua to Andiatikira Road for the year 2025-26.,SR to PWD Road Nalua to Andiatikira Road for the year 2025-26.,Please refer Tender documents. ,NA ,"20,17,000",Civil Works - Roads,NA ,Tender,90.0,60.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,SE RWD Udala,SE RWD Udala,1.0,Date Corrigendum,Date,,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,01(Onilne)/RWD/UDALA/2025-26,2025_CERWI_120111_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SE RWD Udala,Internal,,Haripriya Behera,31-Dec-2025 03:46 PM,finsummary_558514.pdf (2145.74 KB),SE RWD Udala,Internal,,Haripriya Behera,31-Dec-2025 03:39 PM,techsummary_558514.pdf (2145.74 KB),31-Dec-2025,"INR 1,714,578",60.0,Haripriya Behera,31-Dec-2025 03:53 PM,NaluaAndiatikraAgt.pdf (1410.00 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_120111_19,01(Onilne)/RWD/UDALA/2025-26,SR to PWD Road Nalua to Andiatikira Road for the year 2025-26.,1.0,3184558.0,Prasanna Biswal,INR,"1,714,578",1,3181251,AJAY KUMAR SETHI,04-Nov-2025 03:38 PM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,Finance,48 Nos of bidders admitted,Haripriya Behera,31-Dec-2025 03:34 PM,,BOQ Comparative Chart,AOC
,,,,,,,,.xls,Bill of Quantity,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Revised DTCN,Other,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3180810,AJIT KUMAR BEHERA,04-Nov-2025 01:52 PM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3184788,AMBUJEE RATH,06-Nov-2025 04:24 PM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3186030,ANANTA PARIDA,05-Nov-2025 07:53 PM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3182821,ARATI TAREI,06-Nov-2025 02:30 AM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3173142,ARNAB KUMAR PRADHAN,06-Nov-2025 04:53 AM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3175931,ARPIT ROUT,03-Nov-2025 06:14 AM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3176431,ARUN KUMAR SARGHARIA,04-Nov-2025 11:40 AM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3185611,BHIKARI DALAEI,06-Nov-2025 01:54 PM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3187088,BISHESWAR ROUT,06-Nov-2025 05:52 AM,Rejected-AOC,L1,31-Dec-2025 03:53 PM,,,,,,,AOC
