Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"Executive Engineer, R.W EL.DIVN.BBSR",Internal,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Prakash Kumar Mishra,15-Nov-2025 06:21 PM,techsummary_552814.pdf (547.18 KB),1,3096637,ABHILASH PRADHAN,23-Sep-2025 03:53 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,05-Dec-2025,"INR 2,285,872",180.0,Prakash Kumar Mishra,11-Dec-2025 01:08 PM,4628.pdf (362.00 KB),Pravu Pasad Dhal has deposited requisite amount of APS and ISD,Finance,22 nos bidders participated in the tender,Prakash Kumar Mishra,06-Nov-2025 05:10 PM,,BOQ Comparative Chart,1.0,3096798.0,Pravu Prasad Dhal,INR,"2,285,872",CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,2025_CERWI_118123_4,EERWELBBSR 14/ 2025-26,"SITC of 20KVA DG Set, LA, CCTV Camera and Glow Sign Board to RW Circle office Kendrapara-Jajpur at Chandikhole and RW Division Jajpur-II","Executive Engineer, R.W EL.DIVN.BBSR",Internal,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Prakash Kumar Mishra,24-Nov-2025 11:31 AM,finsummary_552814.pdf (771.38 KB),AOC,"26,889",No,percentage,1.0%,Nil,Nil,18-Sep-2025 12:00 PM,04-Oct-2025 01:00 PM,18-Sep-2025 12:00 PM,03-Oct-2025 05:00 PM,NA ,NA ,18-Sep-2025 12:00 PM,03-Oct-2025 05:00 PM,1.0,ICICI BANK,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,EERWELBBSR 14/ 2025-26,2025_CERWI_118123_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license copy ,GST certificate ,PAN card , EMD","6,000",0.0,Nil,Nil,No,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floor of Divn. Complex, Rasulgarh Behind Explanade Mall. Dist. Khurda Odisha. Pincode-751010","SITC of 20KVA DG Set, LA, CCTV Camera and Glow Sign Board to RW Circle office Kendrapara-Jajpur at Chandikhole and RW Division Jajpur-II","SITC of 20KVA DG Set, LA, CCTV Camera and Glow Sign Board to RW Circle office Kendrapara-Jajpur at Chandikhole and RW Division Jajpur-II",Please refer Tender documents. ,NA ,"26,88,945",Electrical Works,NA ,Tender,90.0,180.0,Chandikhole,755044.0,NA ,NA ,NA ,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,No ,No,AOC
,,,,,,2,3105696,ANIL KUMAR SAHU,02-Oct-2025 11:41 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,"Tender paper cost, Affidavit for correctness, no relation certificate",,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3104161,BABA ELECTRICAL CONSTRUCTION,01-Oct-2025 11:59 AM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3102249,CHAKADOLA ELECTRICAL,28-Sep-2025 09:50 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3100486,Debajyoti millennium pvt ltd,03-Oct-2025 03:59 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3107620,DEEPAK KUMAR KHATUA,03-Oct-2025 04:45 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3105924,Fusion Power,03-Oct-2025 01:19 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3105779,MELUHA ELEKTRON,03-Oct-2025 12:43 AM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3103481,M/S ALEKHA MAHIMA ELECTRICALS,30-Sep-2025 07:03 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3101787,M/s Excel Infrastructure,28-Sep-2025 10:06 AM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3102379,NARENDRA PRASAD SINGH,30-Sep-2025 12:28 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3105977,ONE STEP SOLUTIONS,02-Oct-2025 07:18 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3096798,Pravu Prasad Dhal,24-Sep-2025 12:25 PM,Accepted-AOC,Pravu Pasad Dhal has deposited requisite amount of APS and ISD,11-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3096577,RABINDRA KUMAR SAHOO,26-Sep-2025 06:52 PM,Rejected-AOC,Looser on lottery,11-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3101780,Sahil Electricals,28-Sep-2025 09:40 AM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,3106104,SASHANKA SEKHAR PRADHAN,03-Oct-2025 01:36 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17,3107218,SBM ENTERPRISES,03-Oct-2025 02:10 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18,3107598,Sk Mohammed Wajuddin,03-Oct-2025 04:00 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19,3105242,SRD ENERGY TREE PVT LTD,02-Oct-2025 10:55 AM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20,3101113,STAR X POWER & INFRA,26-Sep-2025 04:35 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,21,3101011,SUBHENDU KUMAR MOHANTY,02-Oct-2025 08:03 PM,Rejected-Finance,Looser on Lottery,24-Nov-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,22,3101241,VACRON TECHNOLOGY PRIVATE LIMITED,27-Sep-2025 09:29 PM,Rejected-Technical,Dure to insufficient documents,15-Nov-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
