Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,9 NOS BIDDER ARE PARTICIPATED IN THIS TENDER,Simachala Satapathy,30-Dec-2025 01:40 PM,,BOQ Comparative Chart,1.0,3214528.0,GOTTIPILLI NABIN,INR,"719,647.66","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",2025_CEMIB_120663_10,MIDGJP-04/2025-26,Improvement to Kadambalung Nalla Check Dam near village Pekata of Marlaba GP in Rayagada Block of Gajapati District under Imp. To Check Dam Scheme 2025-26,1,3214528,GOTTIPILLI NABIN,12-Nov-2025 07:31 AM,Accepted-AOC,successful selected through lottery system,30-Dec-2025 01:53 PM,30-Dec-2025,"INR 846,544.71",60.0,Simachala Satapathy,30-Dec-2025 01:53 PM,AOC10.pdf (1017.00 KB),simachala satapathy,Internal,,Simachala Satapathy,30-Dec-2025 01:44 PM,techsummary_561301.pdf (60.27 KB),simachala satapathy,Internal,,Simachala Satapathy,30-Dec-2025 01:48 PM,finsummary_561301.pdf (81.71 KB),AOC,1.0,ICICI BANK,SUPERINTENDING ENGINEER,"O/o Superintending Engineer,M.I.Division,Gajapati",03-Nov-2025 10:30 AM,13-Nov-2025 11:00 AM,03-Nov-2025 10:30 AM,12-Nov-2025 05:00 PM,03-Nov-2025 10:30 AM ,12-Nov-2025 05:00 PM ,03-Nov-2025 10:30 AM,12-Nov-2025 05:00 PM,Improvement to Kadambalung Nalla Check Dam near village Pekata of Marlaba GP in Rayagada Block of Gajapati District under Imp. To Check Dam Scheme 2025-26,Improvement to Kadambalung Nalla Check Dam near village Pekata of Marlaba GP in Rayagada Block of Gajapati District under Imp. To Check Dam Scheme 2025-26,Please refer Tender documents ,NA ,"8,46,545",Civil Works - Others,NA ,Tender,90.0,60.0,Rayagada,761213.0,NA ,NA ,NA ,"O/o Superintending Engineer,M.I.Division,Gajapati",No ,No,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",MIDGJP-04/2025-26,2025_CEMIB_120663_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,500",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Valid RC GSTN PAN affidavit and other document as per DTCN,AOC
,,,,,,,,,,,,,,,2,3215382,HARI KRUSHNA PRADHAN,12-Nov-2025 09:37 AM,Rejected-AOC,Un Successful,30-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,3,3201305,HARIS CHANDRA NAYAK,09-Nov-2025 03:56 PM,Rejected-AOC,Un Successful,30-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3215936,HUTTASAN APPATO,12-Nov-2025 02:32 PM,Rejected-AOC,Un Successful,30-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3210066,KHAGESWARA PRADHAN,12-Nov-2025 09:20 AM,Rejected-AOC,Un Successful,30-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3217688,PUJA PRADHAN,12-Nov-2025 03:20 PM,Rejected-AOC,Un Successful,30-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3214287,SIBARAM PADHY,11-Nov-2025 07:50 PM,Rejected-AOC,Un Successful,30-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3200385,Swarup Kumar Gantayat,09-Nov-2025 10:38 AM,Rejected-AOC,Un Successful,30-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,3214424,TRINATH BEHERDALAI,11-Nov-2025 05:42 PM,Rejected-AOC,Un Successful,30-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
