EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"14,144",Yes,percentage,1.0%,Nil,Nil,"6,000",Nil,Nil,No,1.0,ICICI BANK,08-Aug-2025 10:00 AM,02-Sep-2025 11:30 AM,08-Aug-2025 10:00 AM,01-Sep-2025 05:00 PM,NA ,NA ,08-Aug-2025 10:00 AM,01-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Block Development Officer, Tangi, Khordha","At/Po-Tangi, Dist- Khordha",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||TANGI Block,01/TB/2025-26,2025_PRTAN_116613_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Additional Classroom at Govt. PS at Sarapari under Tangi Block in the District of Khordha,Construction of Additional Classroom at Govt. PS at Sarapari under Tangi Block in the District of Khordha,Please refer Tender documents. ,NA ,"14,14,387",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Sarapari GP, Tangi, Khordha",752023.0,NA ,NA ,NA ,"Office of the Panchayat Samiti Tangi, Khordha",No ,No,AOC,Block Development Officer Tangi Block,Internal,"BDO,AEE,AE,JE,BFO",RUMANA JAFRI,17-Dec-2025 04:07 PM,finsummary_548737.pdf (11208.72 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||TANGI Block,2025_PRTAN_116613_1,01/TB/2025-26,Construction of Additional Classroom at Govt. PS at Sarapari under Tangi Block in the District of Khordha,1.0,3059529.0,BICHITRA KUMAR SUBUDHI,INR,"1,414,387",Finance,Accept the tender,RUMANA JAFRI,16-Dec-2025 06:55 PM,,BOQ Comparative Chart,1,3059529,BICHITRA KUMAR SUBUDHI,01-Sep-2025 04:20 PM,Accepted-AOC,issue of work order,17-Dec-2025 04:17 PM,17-Dec-2025,"INR 1,414,387",180.0,RUMANA JAFRI,17-Dec-2025 04:17 PM,4250.pdf (498.00 KB),issue of work order,Block Development Officer Tangi Block,Internal,"BDO,AEE,AE,JE,BFO",RUMANA JAFRI,16-Dec-2025 07:14 PM,techsummary_548737.pdf (11208.72 KB),AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3058884,PRADIP KUMAR DAS,01-Sep-2025 01:37 PM,Rejected-Finance,through transparent lottery,17-Dec-2025 04:07 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3043399,PRAMESH KUMAR SWAIN,21-Aug-2025 12:17 PM,Rejected-Finance,through transparent lottery,17-Dec-2025 04:07 PM,,,,,,,,,,,,,,AOC
