Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
SE Boudh R and B Division Boudh,O/o the SE Boudh R and B Division Boudh,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,11-Jul-2025 10:00 AM,18-Jul-2025 11:30 AM,11-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,11-Jul-2025 10:00 AM ,17-Jul-2025 01:00 PM ,11-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,Affidavit and other Relevant documents as per DTCN clauses","17,200",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,SEBDH04/2025-26,2025_EICCL_114776_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Supply installation testing and commissioning of DLP trunking in the District Court Building Boudh,Electrical works,Please refer tender documents ,NA ,"17,16,010",Electrical Works,NA ,Tender,90.0,30.0,Boudh,762014.0,NA ,NA ,NA ,O/o the SE Boudh R and B Division Boudh,No ,No,AOC,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,2025_EICCL_114776_4,SEBDH04/2025-26,Supply installation testing and commissioning of DLP trunking in the District Court Building Boudh,Sandeep Kumar Chhualsingh,Internal,EST DAO SE,Sandeep Kumar Chhualsingh,12-Aug-2025 02:07 PM,finsummary_545585.pdf (407.11 KB),Finance,5 Nos. of bidder participated,Sandeep Kumar Chhualsingh,12-Aug-2025 01:11 PM,finance_545585.pdf,BOQ Comparative Chart,1.0,2998896.0,SAMUKA MEHER,INR,"1,458,780",04-Sep-2025,"INR 1,458,780",30.0,Lingaraj Sethi,31-Dec-2025 12:30 PM,4252.pdf (761.00 KB),L1 bidder selected through transparent lottery,1,3001185,M/S DEEPANA ELECTRICALS & CONSULTANCY,16-Jul-2025 05:05 PM,Rejected-Finance,Disqualified,12-Aug-2025 02:07 PM,Sandeep Kumar Chhualsingh,Internal,EST DAO SE,Sandeep Kumar Chhualsingh,12-Aug-2025 01:52 PM,techsummary_545585.pdf (250.87 KB),AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3001497,Pupun Dalal,16-Jul-2025 08:28 PM,Rejected-Finance,Disqualified,12-Aug-2025 02:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3002225,Ratnakar Rout,17-Jul-2025 01:36 PM,Rejected-Finance,Disqualified,12-Aug-2025 02:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2998896,SAMUKA MEHER,14-Jul-2025 01:18 PM,Accepted-AOC,L1 bidder selected through transparent lottery,31-Dec-2025 12:30 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2999487,SUPER MAGMA CONTRACTORS PRIVATE LIMITED,14-Jul-2025 07:30 PM,Rejected-Finance,Disqualified,12-Aug-2025 02:07 PM,,,,,,,AOC
