Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3194273,BISWAJEET PATTANAYAK,07-Nov-2025 07:09 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3214398,BISWAJIT PRADHAN,11-Nov-2025 05:35 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3216204,BISWANATH PATTANAYAK,12-Nov-2025 11:38 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3216558,CHITTA RANJAN PARIDA,12-Nov-2025 12:27 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3217008,DEBASIS GOUDA,12-Nov-2025 01:49 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3186041,DEBASISH MOHANTY,12-Nov-2025 12:02 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3216455,Debasish Pattnaik,12-Nov-2025 12:01 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3214408,GOBARDHAN BASTIA,11-Nov-2025 11:02 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3199571,HIMANSU KUMAR DAS,08-Nov-2025 09:40 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3199448,IPSITA PATTNAIK,11-Nov-2025 11:25 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3216517,Jitendra Pradhan,12-Nov-2025 12:10 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3216972,JYOTI RANJAN PATRA,12-Nov-2025 02:40 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3199677,KAILASH CHANDRA PANDA,09-Nov-2025 10:29 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3204780,Kanhu Charan Dakua,10-Nov-2025 07:27 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3216851,Kartikeswar Sahu,12-Nov-2025 02:33 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3216320,KESHAB CHANDRA NAYAK,12-Nov-2025 11:35 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3214996,Mahadev Constructions,11-Nov-2025 08:19 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3215140,MANASH KUMAR BEHERA,11-Nov-2025 10:02 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3215291,MANAS RANJAN MAJHI,11-Nov-2025 09:57 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3202115,MANOJ KUMAR DALEI,11-Nov-2025 03:56 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3190392,MANOJ KUMAR MISHRA,06-Nov-2025 05:50 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3213796,PADMA NAVA RANA,11-Nov-2025 07:58 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3218010,Pintu Panigrahy,12-Nov-2025 04:14 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3215176,PRABIN KUMAR JENA,12-Nov-2025 09:38 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3216028,PRADEEP KUMAR BEHERA,12-Nov-2025 11:43 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3212364,PRADIP KUMAR PANIGRAHI,11-Nov-2025 06:42 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3216853,PRASHANTA KUMAR PANDA,12-Nov-2025 02:31 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3217662,PURNENDU ROUTRAY,12-Nov-2025 03:19 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3215563,RAJAT PATTNAIK,12-Nov-2025 01:25 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3217498,RAMADEVI MAHAKUDA,12-Nov-2025 04:52 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3216594,Sachidananda Sahu,12-Nov-2025 12:46 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3215907,SAMEER KUMAR MAHAKUD,12-Nov-2025 12:32 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3216672,SANGRAM KISHORE PANI,12-Nov-2025 01:09 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3199163,SANTOSH KUMAR PATTNAYAK,08-Nov-2025 08:35 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3217116,Saroj Kumar Maharana,12-Nov-2025 01:39 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3216423,SATYANANDA MOHANTY,12-Nov-2025 11:53 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3216458,SIBACHIDANANDA BEHERA,12-Nov-2025 12:00 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3215961,Sibaram Suar,12-Nov-2025 09:09 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3217318,SIBA SANKAR PRADHAN,12-Nov-2025 02:12 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3209108,SIBASISH SAHU,10-Nov-2025 05:30 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3212000,SIDHARTHA KUMAR PANDA,11-Nov-2025 12:24 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3203982,Sri Ajit Kumar Behera,09-Nov-2025 09:43 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3214462,SRITAM MOHANTY,11-Nov-2025 05:49 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3203807,SUBASA CHANDRA SWAIN,09-Nov-2025 09:06 PM,Accepted-AOC,Awarded through Lottery,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3207527,Sudhansu Sahu,10-Nov-2025 02:43 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3186540,SUMANTA KUMAR MALLICK,12-Nov-2025 02:35 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3217228,SUMIT KUMAR PRADHAN,12-Nov-2025 01:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Nov-2025 06:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3215410,sumit sagar samantaray,11-Nov-2025 10:15 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3212996,Sunil Kumar Panda,11-Nov-2025 02:30 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3217594,Sushanta Ranjan Patra,12-Nov-2025 03:44 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3215131,TARUN KUMAR KANHAR,11-Nov-2025 09:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Nov-2025 06:23 PM,AOC
