Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"10,000",0.0,Nil,Nil,No,S.E. MI Divn. Kandhamal,"O/o the S.E. MI Divn. Kandhamal, Phulbani",1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-09/2025-26,2025_CEMIB_120739_15,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,04-Nov-2025 10:00 AM,13-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,NA ,NA ,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,24-Nov-2025 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Only Valid CDMS, GST, PAN, Reg certificate, No relation, Affidavits and no other documents.","54,500",Yes,fixed,,Nil,Nil,Construction of Gupta Check Dam near village Guptasuka of Pasara GP in Chakapad Block of Kandhamal district,Construction of Gupta Check Dam near village Guptasuka of Pasara GP in Chakapad Block of Kandhamal district,Please refer Tender documents. ,NA ,"54,46,000",Civil Works - Others,Repair of MIP ,Tender,90.0,180.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,AOC,Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 02:11 PM,finance_561637.pdf,BOQ Comparative Chart,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,23-Nov-2025 08:06 PM,24-Nov-2025 09:00 AM,techsummary_561637.pdf (1050.43 KB),Technical,Bid opening summary,SURJYA NARAYANA PANIGRAHI,23-Nov-2025 06:23 PM,technical_561637.pdf,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,27-Dec-2025 09:01 PM,finsummary_561637.pdf (1050.43 KB),27-Dec-2025,"INR 4,629,500",180.0,SURJYA NARAYANA PANIGRAHI,27-Dec-2025 09:11 PM,15Gupta.pdf (832.00 KB),AOC,1.0,3203807.0,SUBASA CHANDRA SWAIN,INR,"4,629,500","CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120739_15,BID IDENTIFICATION NO-09/2025-26,Construction of Gupta Check Dam near village Guptasuka of Pasara GP in Chakapad Block of Kandhamal district,1,3209906,ABHILASH DIGAL,10-Nov-2025 09:22 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3216172,ABINASH PRADHAN,12-Nov-2025 01:33 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3214926,ANIL KUMAR PRADHAN,12-Nov-2025 09:09 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3212555,ARUPANANDA MAHAPATRA,11-Nov-2025 01:13 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3213223,Ashok kumar jena,12-Nov-2025 06:40 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3214998,ASUTOSH BHATTA,11-Nov-2025 08:06 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3216115,BANAMALI SETHI,12-Nov-2025 10:30 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3216011,BIKASH CHANDRA DIHUDI,12-Nov-2025 09:35 AM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3211895,BIPLAB KESHARI SWAIN,11-Nov-2025 12:05 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3212727,Biren Kumar Pradhan,11-Nov-2025 01:29 PM,Rejected-AOC,Not qualified,27-Dec-2025 09:11 PM,AOC
