Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Superintending Engineer,Internal,,Avijit Barik,17-Dec-2025 11:30 AM,techsummary_555158.pdf (411.72 KB),17-Dec-2025,"INR 254,137",60.0,Avijit Barik,17-Dec-2025 12:22 PM,WO2RA394.pdf (773.00 KB),1,3133649,ADITYA KUMAR KHOSLA,18-Oct-2025 12:33 PM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,Finance,Bid opening,Avijit Barik,17-Dec-2025 11:27 AM,finance_555158.pdf,BOQ Comparative Chart,1.0,3133205.0,BHAGIRATHI PANIGRAHY,INR,"254,137",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2025_CERWI_119144_1,SERWSBD Online 04 2025 26,S/R to RW Staff Qtr Building (2RA 39/4) at Sunabeda,Superintending Engineer,Internal,,Avijit Barik,17-Dec-2025 11:43 AM,finsummary_555158.pdf (406.32 KB),AOC,Superintending Engineer,"RURAL WORKS DIVISION, SUNABEDA","2,000",0.0,Nil,Nil,No,"3,000",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 04 2025 26,2025_CERWI_119144_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN",09-Oct-2025 05:00 PM,20-Oct-2025 03:00 PM,09-Oct-2025 05:00 PM,20-Oct-2025 11:00 AM,09-Oct-2025 05:00 PM ,18-Oct-2025 05:00 PM ,09-Oct-2025 05:00 PM,20-Oct-2025 11:00 AM,S/R to RW Staff Qtr Building (2RA 39/4) at Sunabeda,S/R to RW Staff Qtr Building (2RA 39/4) at Sunabeda,NA ,NA ,"2,98,949",Civil Works - Buildings,NA ,Tender,90.0,60.0,Sunabeda,763001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SUNABEDA",No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,3130018,ASHOK KUMAR SAHU,18-Oct-2025 11:02 AM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,3133516,ASWINI PANIGRAHY,19-Oct-2025 11:42 AM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3133205,BHAGIRATHI PANIGRAHY,19-Oct-2025 10:28 AM,Accepted-AOC,Qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3136069,DEBABRATA ROUT,19-Oct-2025 03:36 PM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3132925,KAILASH CHANDRA CHOUDHURY,17-Oct-2025 11:05 PM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3128484,MINAKSHI TRIPATHY,14-Oct-2025 09:50 PM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3129689,M/S BANABASI ROUT,15-Oct-2025 04:36 PM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3130439,PRAMOD KISHORE KHORA,16-Oct-2025 12:57 AM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3131755,SITARAM DASH,16-Oct-2025 10:19 PM,Rejected-AOC,Not qualified,17-Dec-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
