S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-06 of 2025-26.,2025_CERWI_120114_63,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,080",Yes,fixed,,Nil,Nil,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,S/R to Naikpada to Kapasira from ch. 4/000 to 9/650 Km.,Civil S/R Roads,Please refer Tender documents. ,NA ,"10,08,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,29-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,29-Oct-2025 05:00 PM ,06-Nov-2025 04:00 PM ,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC,Er Subhrata Meher,Internal,,Subhrata Meher,23-Dec-2025 05:43 PM,techsummary_559108.pdf (329.56 KB),Er Subhrata Meher,Internal,,Subhrata Meher,23-Dec-2025 05:47 PM,finsummary_559108.pdf (329.56 KB),Finance,12 bidders,Subhrata Meher,15-Nov-2025 05:42 PM,,BOQ Comparative Chart,23-Dec-2025,"INR 857,212",60.0,Subhrata Meher,23-Dec-2025 05:50 PM,AOC.pdf (479.00 KB),Work awarded in regular lottery system,1,3189273,Asirbad Mishra,07-Nov-2025 02:26 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_120114_63,BI No.Tender Online SNPR-06 of 2025-26.,S/R to Naikpada to Kapasira from ch. 4/000 to 9/650 Km.,1.0,3192256.0,BHUMISUTA MAHAPATRA,INR,"857,212",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3192256,BHUMISUTA MAHAPATRA,07-Nov-2025 09:47 AM,Accepted-AOC,Work awarded in regular lottery system,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3170649,MANJUSA BHOI,01-Nov-2025 08:01 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3171123,Namita Mishra,02-Nov-2025 09:30 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3189132,Pranabandhu Dash,06-Nov-2025 02:22 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3192380,PRAYAS KUMAR SAHU,07-Nov-2025 10:22 AM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3185628,Pulak Chandra Mishra,06-Nov-2025 04:05 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3182704,SANATAN NAYAK,04-Nov-2025 10:02 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3179193,SANJAYA KUMAR NAYAK,04-Nov-2025 10:34 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3194002,Santosh Kumar Dash,07-Nov-2025 02:57 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3193170,SUCHISMITA HOTA,07-Nov-2025 12:42 PM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,3192519,Uma Bhoi,07-Nov-2025 11:05 AM,Rejected-AOC,Rejected,23-Dec-2025 05:50 PM,,,,,,,,,,AOC
