Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"PA, ITDA",Internal,,Pradyumna Dash,14-Oct-2025 12:10 PM,14-Oct-2025 03:00 PM,techsummary_549897.pdf (2969.67 KB),Finance,Due to transparent lottery system,Pradyumna Dash,16-Dec-2025 06:41 PM,finance_549897.pdf,BOQ Comparative Chart,16-Dec-2025,"INR 12,052,525",270.0,Pradyumna Dash,16-Dec-2025 07:01 PM,2730.pdf (478.00 KB),1,3062951,ABHIMANYU NAIK,04-Sep-2025 08:27 AM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,1.0,3063577.0,SOURAV AGRAWAL,INR,"12,052,525",Technical,Technical Bid Evaluation uploaded,Pradyumna Dash,14-Oct-2025 12:05 PM,technical_549897.pdf,ST and SC Development Deptt||ITDA Th. Rampur,2025_STSCD_117012_4,"ITDA, THR-02/2025-26",Construction of 60 Seated ST/SC Girls Hostel at Dhanarpur Bapuji Ashram School,"PA, ITDA",Internal,,Pradyumna Dash,16-Dec-2025 06:53 PM,finsummary_549897.pdf (477.70 KB),AOC,19-Aug-2025 05:00 PM,10-Sep-2025 11:00 AM,19-Aug-2025 05:00 PM,04-Sep-2025 05:00 PM,NA ,NA ,19-Aug-2025 05:00 PM,04-Sep-2025 05:00 PM,14-Oct-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN","1,42,000",Yes,fixed,,Nil,Nil,Construction of 60 Seated ST/SC Girls Hostel at Dhanarpur Bapuji Ashram School,Construction of 60 Seated ST/SC Girls Hostel at Dhanarpur Bapuji Ashram School,B and A ,NA ,"1,41,77,773",Civil Works - Buildings,NA ,Tender,120.0,270.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","Project Administrator, ITDA, Th.Rampur, AT/PO. Bhawanipatna, Near SBI Main Branch, Kalahandi, Odisha",ST and SC Development Deptt||ITDA Th. Rampur,"ITDA, THR-02/2025-26",2025_STSCD_117012_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,3063202,AJAY KUMAR SETHI,04-Sep-2025 12:14 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3061808,AMIYA KUMAR JENA,02-Sep-2025 09:20 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3062921,Debasish Sahu,03-Sep-2025 09:11 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3060843,GITANJALI PADHAN,04-Sep-2025 12:54 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3059904,Gupteswar Behera,02-Sep-2025 06:03 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3063468,Jitendra Kumar Naik,04-Sep-2025 03:18 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3063525,kamal kishor agrawal,04-Sep-2025 03:41 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3051269,KANDURU NAIK,03-Sep-2025 08:19 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3059852,MOHIT KUMAR AGRAWAL,01-Sep-2025 08:30 PM,Rejected-Finance,Due to Transparency lottery,16-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
