Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of PWD IB at Banasingh in the District of Dhenkanal,Construction of PWD IB at Banasingh in the District of Dhenkanal,Please refer tender document ,NA ,"72,94,822",Civil Works - Buildings,NA ,Tender,90.0,180.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division,No ,No,1.0,Fee/PreQual/Technical,.pdf,GSTIN EMD PAN Valid RC machineries Affidavit as per DTCN,"73,000",Yes,fixed,,Nil,Nil,SE Dhenkanal R and B Division,SE Dhenkanal R and B Division,"10,000",0.0,Nil,Nil,No,18-Sep-2025 09:00 AM,06-Oct-2025 11:00 AM,18-Sep-2025 09:00 AM,04-Oct-2025 05:00 PM,NA ,NA ,18-Sep-2025 09:00 AM,04-Oct-2025 05:00 PM,23-Oct-2025 06:00 PM,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 22/ 2025-26,2025_EICCL_118171_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,3104593,Anil Kumar Panda,01-Oct-2025 04:34 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,13-Dec-2025,"INR 7,294,821",180.0,JAYANTA PRASAD NAIK,13-May-2026 01:05 PM,1500.pdf (423.00 KB),Agreement as on 24.11.2025,Superintending Engineer,Internal,Sr DAO AEE Estimator JE estimator,JAYANTA PRASAD NAIK,22-Oct-2025 02:02 PM,23-Oct-2025 06:00 PM,techsummary_552929.pdf (586.69 KB),Finance,Bid are open,JAYANTA PRASAD NAIK,24-Oct-2025 10:28 PM,,BOQ Comparative Chart,Technical,Bids are open,Suchismita Satapathy,06-Oct-2025 12:20 PM,technical_552929.pdf,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2025_EICCL_118171_1,SE DKL (R and B) 22/ 2025-26,Construction of PWD IB at Banasingh in the District of Dhenkanal,Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,24-Oct-2025 10:47 PM,finsummary_552929.pdf (25.08 KB),1.0,3108425.0,SHAKTI SWARUPINI,INR,"6,201,328",AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2,3109793,ASHIS KUMAR MOHANTY,04-Oct-2025 04:58 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3103032,Ashok Kumar Guru,29-Sep-2025 08:02 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3101975,CHANDAN KUMAR BEHERA,04-Oct-2025 04:31 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3109675,Debi Sankar Sharma,04-Oct-2025 04:13 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3109815,Dillip Kumar Sahoo,04-Oct-2025 04:55 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3103013,HARISANKAR SAHOO,29-Sep-2025 07:39 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3108276,NIRANJAN DALEI,03-Oct-2025 09:27 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3109232,Priyadarshi Chandrasekhar Raman,04-Oct-2025 01:44 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3108237,Sai Swetapadma Singh,04-Oct-2025 11:14 AM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3109416,SANJAYA KUMAR GHOSH,04-Oct-2025 02:44 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3108425,SHAKTI SWARUPINI,04-Oct-2025 02:22 PM,Accepted-AOC,Work has been awarded,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3109782,Sumit Dhal,04-Oct-2025 04:43 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3097430,SURAJEET SAHOO,23-Sep-2025 06:22 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
