Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Selection of Consultant for preparation of DPR for Improvement such as Widening and Strengthening of Hemgir Belaimunda Road from 0 000 km to 16 650 Km from IL to DLPS in the district of Sundergarh,Selection of Consultant for preparation of DPR for Improvement such as Widening and Strengthening of Hemgir Belaimunda Road from 0 000 km to 16 650 Km from IL to DLPS in the district of Sundergarh,Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,120.0,90.0,Sundergarh,770001.0,Through video conference ,"Vikash Bhawan, Nayapalli, Bhubaneswar - 751012 ",25-Apr-2025 12:30 PM ,"Vikash Bhawan, Nayapalli, Bhubaneswar - 751012",No ,No,1.0,ICICI BANK,21-Apr-2025 06:55 PM,14-May-2025 11:30 AM,21-Apr-2025 06:55 PM,13-May-2025 05:30 PM,21-Apr-2025 06:55 PM ,24-Apr-2025 05:30 PM ,21-Apr-2025 06:55 PM,13-May-2025 05:30 PM,18-Aug-2025 11:30 AM,1.0,Corrigendum_02,Date,,Chief Engineer,"Vikash Bhawan, Nayapalli, Bhubaneswar - 751012","40,000",No,fixed,,Nil,Nil,Orissa Bridge and Construction Corporation Ltd,06/Tender/OBCC/2025-26,2025_OBCC_112664_1,Yes,National Competitive Bid,Lump-sum,Services,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,RC GST PAN and other documents as per RFP 1,AOC,1.0,Corrigendum_TenderRevocation,TenderRevocation,28-Nov-2025 11:45 AM,10096_Corrigendum_revocation.pdf ,297.67,Financial Opening,EIC-cum-Managing Director,Internal,,Namrata Ray,16-Aug-2025 03:00 PM,18-Aug-2025 11:30 AM,techsummary_537164.pdf (102.73 KB),Orissa Bridge and Construction Corporation Ltd,2025_OBCC_112664_1,06/Tender/OBCC/2025-26,Selection of Consultant for preparation of DPR for Improvement such as Widening and Strengthening of Hemgir Belaimunda Road from 0 000 km to 16 650 Km from IL to DLPS in the district of Sundergarh,1.0,2905656.0,S.M. Consultants Pvt. Ltd.,INR,"1,850,000",Finance,Total Five (05) Nos. of Financial bid are opened,Anujna Mohanty,28-Nov-2025 03:56 PM,,BOQ Comparative Chart,Technical,Total Six nos of technical bids received and opened.,Anujna Mohanty,14-May-2025 06:19 PM,,1,2910645,ARKITECHNO Consultants (India) Pvt. Ltd.,13-May-2025 12:33 PM,Rejected-Finance,4th ranked Bidder,28-Nov-2025 05:38 PM,Chief Engineer,Internal,,Binodini Behera,28-Nov-2025 05:38 PM,finsummary_537164.pdf (447.07 KB),01-Dec-2025,"INR 1,850,000",90.0,Binodini Behera,01-Dec-2025 02:02 PM,Agreement.pdf (734.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Corrigendum No 1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 2,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2904721,M/s. CADD CONSULTING ENGINEERS PRIVATE LIMITED,05-May-2025 05:28 PM,Rejected-Finance,2nd ranked Bidder,28-Nov-2025 05:38 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 3,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2905923,Newgen Techno Service Engineers (P) LTD,05-May-2025 02:46 PM,Rejected-Technical,Not Qualified,16-Aug-2025 03:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 4,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2906376,Saksham Survey Solutions,09-May-2025 02:21 PM,Rejected-Finance,5th ranked Bidder,28-Nov-2025 05:38 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 5,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2905656,S.M. Consultants Pvt. Ltd.,05-May-2025 04:32 PM,Accepted-AOC,Selected Through QCBS Evaluation,01-Dec-2025 02:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2901594,Subudhi Technoengineers Pvt Ltd,12-May-2025 12:17 PM,Rejected-Finance,3rd ranked Bidder,28-Nov-2025 05:38 PM,,,,,,,,,,,,,AOC
