Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Ground Water Survey and Investigation,11/GWDBPD/CHHATA/2025-26,2025_GWSI_120620_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,DEPUTY DIRECTOR GEOLOGY,"O/O DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA,AT/PO-TAKATPUR,BARIPADA,MAYURBHANJ,PIN-757003",03-Nov-2025 11:00 AM,17-Nov-2025 11:00 AM,03-Nov-2025 11:00 AM,15-Nov-2025 05:00 PM,NA ,NA ,03-Nov-2025 11:00 AM,15-Nov-2025 05:00 PM,CONSTRUCTION OF 04(FOUR) NOS. OF RRHS IN BHADRAK BLOCK OF BHADRAK DISTRICT UNDER CHHATA SCHEME FOR THE FY 2025-26,CONSTRUCTION OF 04(FOUR) NOS. OF RRHS IN BHADRAK BLOCK OF BHADRAK DISTRICT UNDER CHHATA SCHEME FOR THE FY 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,BHADRAK,756112.0,NA ,NA ,NA ,"O/O DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",No ,No,"6,000",0.0,Nil,Nil,No,"10,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER DOCUMENT,AOC,1.0,3227406.0,AMBIKA PRASAD BEHERA,INR,"882,860.47",Ground Water Survey and Investigation,2025_GWSI_120620_1,11/GWDBPD/CHHATA/2025-26,CONSTRUCTION OF 04(FOUR) NOS. OF RRHS IN BHADRAK BLOCK OF BHADRAK DISTRICT UNDER CHHATA SCHEME FOR THE FY 2025-26,Shri Jyoti Ranjan Mishra,Internal,Shri Dinesh Kumar Nayak Shri Khelaram Soren Miss Laxmipriya Tudu Shri Narottama Beura Miss Debaswini Sahoo Shri Dibyakanta Das,Dinesh Kumar Nayak,02-Dec-2025 11:23 AM,techsummary_561137.pdf (1151.21 KB),Shri Jyoti Ranjan Mishra,Internal,Shri Dinesh Kumar Nayak Shri Khelaram Soren Miss Laxmipriya Tudu Shri Narottama Beura Miss Debaswini Sahoo Shri Dibyakanta Das,Dinesh Kumar Nayak,02-Dec-2025 12:00 PM,finsummary_561137.pdf (1151.21 KB),Finance,30(Thirty) bidders have participated in the bid.,Dinesh Kumar Nayak,19-Nov-2025 03:44 PM,finance_561137.pdf,BOQ Comparative Chart,15-Dec-2025,"INR 882,860.47",60.0,Dinesh Kumar Nayak,29-Dec-2025 05:22 PM,11Bhadrak.pdf (1132.00 KB),1,3225919,ABANTI DAS ADHIKARI,14-Nov-2025 07:36 PM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3227406,AMBIKA PRASAD BEHERA,15-Nov-2025 01:58 PM,Accepted-AOC,"Winner in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3224590,ANUSUYA NAYAK,14-Nov-2025 02:16 PM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3225442,ASHIRBAD BISWAL,14-Nov-2025 04:42 PM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3223686,BALABHADRA NARAYAN DASH,14-Nov-2025 11:13 AM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3225215,BHARATA LAXMI BISWAL,14-Nov-2025 03:50 PM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3223270,DEBASHIS PARIDA,14-Nov-2025 12:02 AM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3211698,DIPTI RANJAN SAHOO,11-Nov-2025 11:40 AM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3207199,HRUSIKESH ROUT,10-Nov-2025 01:48 PM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3228017,Jagadish Swain,15-Nov-2025 04:40 PM,Rejected-AOC,"Rejected in the Transparent Lottery System held on dt.05.12.2025 at O/O the Deputy Director Geology, GWD Division, Baripada.",29-Dec-2025 05:22 PM,AOC
