Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3107610,HUTTASAN APPATO,03-Oct-2025 03:56 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3106442,JALANDHAR BACHELI,03-Oct-2025 10:05 AM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3102628,Janaki Ballabha Sahu,29-Sep-2025 04:17 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3106229,JANI VENKATA RAO BAURI,02-Oct-2025 09:40 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3103767,KALISETTI AMARAVATHI,01-Oct-2025 01:11 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3106574,KORADA KASIVISWANATH,03-Oct-2025 11:21 AM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3103243,KORADA KOMALI,30-Sep-2025 11:07 AM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3101595,K.UMAMAHESWARI,27-Sep-2025 05:13 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3103373,NACHIKETA SAHU,30-Sep-2025 08:25 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,3102722,NIRMALA KANDA,29-Sep-2025 02:21 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3101789,NIRUPAMA GOUDA,28-Sep-2025 10:22 AM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,3107655,N SWAPNA KUMARI,03-Oct-2025 04:18 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3107127,PARAMESWARI MOHAPATRO,03-Oct-2025 02:11 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3102118,PRABHAS CHANDRA PADHY,29-Sep-2025 08:04 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,3102023,PRASAD BAURI (SC),29-Sep-2025 01:38 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3103613,PRASANT KUMAR MISHRA,30-Sep-2025 02:45 PM,Accepted-AOC,Lottery Winner,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,3101121,RAJENDRA PRASAD SAHU,26-Sep-2025 08:53 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,3101853,RAKESH KUMAR PATRO,28-Sep-2025 08:38 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,3102365,SAMIT KUMAR TULO,29-Sep-2025 10:26 AM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,30,3107292,SATCHIDANANDA PADHI,03-Oct-2025 02:33 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,31,3103986,Simadri Trinath Rao,30-Sep-2025 09:40 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,32,3105441,SRI JAGADISH CHANDRA NAYAK,02-Oct-2025 06:06 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,33,3105832,SUBHAM PANIGRAHI,02-Oct-2025 05:52 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,34,3102117,TIRUPATI PRASAD PANIGRAHI,28-Sep-2025 06:30 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
