Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,"4,985",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Executive Engineer,"RURAL WORKS DIVISION, GUNUPUR",Repair and Maintenance of Out Post building at Ramnaguda in the district of Rayagada for the year 2025 26.,Repair and Maintenance of Out Post building at Ramnaguda in the district of Rayagada for the year 2025 26.,NA ,NA ,"4,98,473",Civil Works - Buildings,NA ,Tender,90.0,30.0,Gunupur,764062.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, GUNUPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN CARD LICENCE AFFIDAVIT,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GUNUPUR,EERWGNP Online 02 2025 26,2025_CERWI_118444_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,23-Sep-2025 03:30 PM,04-Oct-2025 11:00 AM,23-Sep-2025 03:30 PM,03-Oct-2025 05:00 PM,23-Sep-2025 03:30 PM ,02-Oct-2025 05:00 PM ,23-Sep-2025 03:30 PM,03-Oct-2025 05:00 PM,AOC,Gajendra Pradhani,Internal,"EE,DAO,Estimator",Gajendra Pradhani,05-Dec-2025 11:32 PM,finsummary_553522.pdf (396.68 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GUNUPUR,2025_CERWI_118444_1,EERWGNP Online 02 2025 26,Repair and Maintenance of Out Post building at Ramnaguda in the district of Rayagada for the year 2025 26.,1.0,3103613.0,PRASANT KUMAR MISHRA,INR,"423,751.981",Finance,Tender Open,Gajendra Pradhani,05-Dec-2025 11:14 PM,finance_553522.pdf,BOQ Comparative Chart,1,3103355,ALLAPA BISWESWARA RAO,30-Sep-2025 11:59 AM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,05-Dec-2025,"INR 423,751.981",30.0,Gajendra Pradhani,05-Dec-2025 11:43 PM,Agreement.PDF (100.00 KB),The qualified bidder selected through transparent lottery system.,Gajendra Pradhani,Internal,"EE,DAO,Estimator",Gajendra Pradhani,05-Dec-2025 11:22 PM,techsummary_553522.pdf (396.68 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3104333,ANMOL AGRAWAL,01-Oct-2025 07:52 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3104876,ARATI HOTHA,02-Oct-2025 07:51 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3104863,ASHOK NAIR,01-Oct-2025 07:16 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3103193,BALAJI BAURI (SC),30-Sep-2025 11:01 AM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3104739,BALAJI PANIGRAHI,01-Oct-2025 07:33 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3107022,BIBHUTI BHUSAN MOHAPATRO,03-Oct-2025 01:19 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3100038,Bighnaraj Barik,26-Sep-2025 03:33 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3098688,BIJAYA KUMAR NAYAK,24-Sep-2025 03:09 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3104458,GOURISANKAR MISHRA,02-Oct-2025 07:17 PM,Rejected-AOC,Unsuccessful Lottery,05-Dec-2025 11:43 PM,,,,,,,,,,,,,,AOC
