S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2910642.0,ARKITECHNO Consultants (India) Pvt. Ltd.,13-May-2025 01:32 PM,Rejected-Finance,Rank-3,29-Dec-2025 12:53 PM,Technical,Total 4 nos technical bids received and opened.,Anujna Mohanty,14-May-2025 07:11 PM,,Finance,Three financial opened.,Namrata Ray,02-Sep-2025 01:12 PM,,BOQ Comparative Chart,29-Dec-2025,"INR 3,060,000",90.0,Binodini Behera,29-Dec-2025 01:09 PM,Agreement_FirstPage.pdf (1402.00 KB),Chief Engineer,Internal,,Binodini Behera,29-Dec-2025 12:53 PM,finsummary_537165.pdf (446.52 KB),EIC-cum-Managing Director,Internal,,Namrata Ray,30-Aug-2025 06:23 PM,02-Sep-2025 11:30 AM,techsummary_537165.pdf (100.78 KB),Orissa Bridge and Construction Corporation Ltd,2025_OBCC_112672_1,04/Tender/OBCC/2025-26,Selection of Consultant for preparation of DPR for Improvement such as Widening and Strengthening of existing 2 lane to 4 lane standard of Karamdihi Talsara Luhakera Road from 0 000 Km to 36 000 Km in the district of Sundargarh,1.0,2904719.0,M/s. CADD CONSULTING ENGINEERS PRIVATE LIMITED,INR,"3,060,000",AOC,"3,00,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,RC GST PAN and other documents as per RFP 1,Selection of Consultant for preparation of DPR for Improvement such as Widening and Strengthening of existing 2 lane to 4 lane standard of Karamdihi Talsara Luhakera Road from 0 000 Km to 36 000 Km in the district of Sundargarh,Selection of Consultant for preparation of DPR for Improvement such as Widening and Strengthening of existing 2 lane to 4 lane standard of Karamdihi Talsara Luhakera Road from 0 000 Km to 36 000 Km in the district of Sundargarh,Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,120.0,90.0,Sundergarh,770001.0,Through video conference ,"Vikash Bhawan, Nayapalli, Bhubaneswar - 751012 ",25-Apr-2025 12:30 PM ,"Vikash Bhawan, Nayapalli, Bhubaneswar - 751012",No ,No,1.0,Corrigendum_02,Date,,Orissa Bridge and Construction Corporation Ltd,04/Tender/OBCC/2025-26,2025_OBCC_112672_1,Yes,National Competitive Bid,Lump-sum,Services,2.0,No,No,Online,No,No,No,Chief Engineer,"Vikash Bhawan, Nayapalli, Bhubaneswar - 751012",21-Apr-2025 06:55 PM,14-May-2025 11:30 AM,21-Apr-2025 06:55 PM,13-May-2025 05:30 PM,21-Apr-2025 06:55 PM ,24-Apr-2025 05:30 PM ,21-Apr-2025 06:55 PM,13-May-2025 05:30 PM,02-Sep-2025 11:30 AM,AOC
2.0,2904719.0,M/s. CADD CONSULTING ENGINEERS PRIVATE LIMITED,05-May-2025 05:36 PM,Accepted-AOC,Rank-1 Bidder,29-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,Other documents as per RFP 2,,,,,,,,,,,,,,,,,,,2.0,Corrigendum No 1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,2905892.0,Newgen Techno Service Engineers (P) LTD,05-May-2025 02:12 PM,Rejected-Technical,Not Qualified,30-Aug-2025 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4.0,2905648.0,S.M. Consultants Pvt. Ltd.,05-May-2025 04:29 PM,Rejected-Finance,Rank-2,29-Dec-2025 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
