S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents,19-May-2025 10:00 AM,02-Jun-2025 11:00 AM,19-May-2025 10:00 AM,31-May-2025 05:00 PM,19-May-2025 10:00 AM ,31-May-2025 05:00 PM ,19-May-2025 10:00 AM,31-May-2025 05:00 PM,"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,"16,945",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,Finishing of Council Hall Existing 2nd floor of Paradeep Municipality in ward no 14,Finishing of Council Hall Existing 2nd floor of Paradeep Municipality in ward no 14,Please refer Tender documents. ,NA ,"16,94,466",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_1/2025-26,2025_ORULB_113460_106,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Municipal Bodies||Paradeep Municipality,2025_ORULB_113460_106,EO/PDPM/W_1/2025-26,Finishing of Council Hall Existing 2nd floor of Paradeep Municipality in ward no 14,1,2934209,M/s.PABITRA MOHAN NAYAK,29-May-2025 11:33 AM,Rejected-Finance,L2,15-Dec-2025 04:26 PM,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Abhishek Panda,15-Dec-2025 04:26 PM,finsummary_540021.pdf (724.21 KB),1.0,2940026.0,M/S. SABITA BEHERA,INR,"1,699,700",Finance,BIDS OF ALL THE TWO BIDDERS HAVE BEEN ADMITTED,Abhishek Panda,03-Jun-2025 11:39 AM,,BOQ Comparative Chart,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Abhishek Panda,15-Dec-2025 04:24 PM,techsummary_540021.pdf (724.21 KB),15-Dec-2025,"INR 1,699,700",90.0,Abhishek Panda,15-Dec-2025 04:28 PM,106.pdf (724.00 KB),Contract value includes GST.,AOC
2,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,2940026,M/S. SABITA BEHERA,31-May-2025 02:20 PM,Accepted-AOC,Contract value includes GST.,15-Dec-2025 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
