Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Reinforcement of Gairabata RL, Domuhani RL and Kalambari-I RL Lift Irrigation Project under Phulbani Block in Kandhamal District","Reinforcement of Gairabata RL, Domuhani RL and Kalambari-I RL Lift Irrigation Project under Phulbani Block in Kandhamal District",Please refer Tender documents. ,NA ,"15,97,478",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Phulbani,762001.0,NA ,NA ,NA ,"L.I Division, Phulbani",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of TP GSTIN Registration Certificate, PAN, Affidavit, Schedules and other documents as per DTCN",1.0,ICICI BANK,"Executive Engineer, L.I Division, Phulbani","Executive Engineer, L.I Division, Phulbani",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Phulbani,02/2025-26 OLIC (PLB),2025_OLIC_119181_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,14-Oct-2025 11:00 AM,24-Oct-2025 11:00 AM,14-Oct-2025 11:00 AM,23-Oct-2025 05:30 PM,14-Oct-2025 11:00 AM ,20-Oct-2025 05:30 PM ,14-Oct-2025 11:00 AM,23-Oct-2025 05:30 PM,"15,975",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,No,AOC,1,3146112,ALOK KUMAR SETHY,23-Oct-2025 04:16 PM,Rejected-Technical,Not Qualified for AOC,24-Dec-2025 11:36 AM,31-Dec-2025,"INR 1,772,111",90.0,JAGABANDHU PUHAN,31-Dec-2025 05:43 PM,05.pdf (492.00 KB),WO No. 1528 Dt. 19.11.2025,Jagabandhu Puhan EE,Internal,"J Puhan EE LI PLB, S Sahu AEE Estr LI PLB, S Panda AEE LI PLB, L Sur DA LI PLB",JAGABANDHU PUHAN,31-Dec-2025 05:37 PM,finsummary_555223.pdf (28.47 KB),Finance,Tender Opened.,JAGABANDHU PUHAN,24-Oct-2025 05:05 PM,finance_555223.pdf,BOQ Comparative Chart,Jagabandhu Puhan EE,Internal,"J Puhan EE LI PLB, S Sahu AEE Estr LI PLB, S Panda AEE LI PLB, L Sur DA LI PLB",JAGABANDHU PUHAN,24-Dec-2025 11:36 AM,techsummary_555223.pdf (28.48 KB),Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Phulbani,2025_OLIC_119181_5,02/2025-26 OLIC (PLB),"Reinforcement of Gairabata RL, Domuhani RL and Kalambari-I RL Lift Irrigation Project under Phulbani Block in Kandhamal District",1.0,3144353.0,JITENDRA SARANGI,INR,"1,772,111",AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3144353,JITENDRA SARANGI,22-Oct-2025 11:02 PM,Accepted-AOC,Work Order Issued,31-Dec-2025 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3144219,Sri Ganesh Chandra Behera,22-Oct-2025 10:45 PM,Rejected-Technical,Not Qualified for AOC,24-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
