Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,04-Dec-2025 01:03 PM,techsummary_554921.pdf (3623.18 KB),04-Dec-2025,"INR 356,895",30.0,Bidyut Prabha Padhy,04-Dec-2025 01:17 PM,2025_CETWI_119046_1.pdf (3623.00 KB),Successful Bidder,1,3134857,BULU SAHU,18-Oct-2025 04:39 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,1.0,3135965.0,SASMITA KUMARI DAS,INR,"356,895",Finance,ok,Bidyut Prabha Padhy,04-Dec-2025 12:57 PM,finance_554921.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,04-Dec-2025 01:07 PM,finsummary_554921.pdf (3623.18 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_119046_1,05/MOHANA/2025-26,Repair to Staff Quarter Building for Tahasil Office at Mohana for the year 2025-26,AOC,"4,200",Yes,fixed,,Nil,Nil,10-Oct-2025 11:00 AM,22-Oct-2025 11:00 AM,10-Oct-2025 11:00 AM,20-Oct-2025 05:00 PM,10-Oct-2025 11:00 AM ,17-Oct-2025 05:00 PM ,10-Oct-2025 11:00 AM,20-Oct-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,Repair to Staff Quarter Building for Tahasil Office at Mohana for the year 2025-26,Repair to Staff Quarter Building for Tahasil Office at Mohana for the year 2025-26,NA ,NA ,"4,19,828",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mohana,761015.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MOHANA",No ,No,1.0,ICICI BANK,Executive Engineer,"RURAL WORKS DIVISION, MOHANA",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,other papers as per DTCN,BOQ",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,05/MOHANA/2025-26,2025_CERWI_119046_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3135099,DEBENDRA BISWAL,19-Oct-2025 12:11 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Boq,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3130283,HARI KRUSHNA PRADHAN,19-Oct-2025 07:40 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3138584,PRADEEP KUMAR SAMANTRAY,20-Oct-2025 04:42 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3134669,PRAMOD KUMAR DASH,18-Oct-2025 03:25 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3138269,RAMA KRUSHNA MOHANTY,20-Oct-2025 03:06 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3134492,RITA PANIGRAHI,18-Oct-2025 02:06 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3127973,SAGAR SAHU,14-Oct-2025 04:25 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3135741,SANJAYA KUMAR SAHU,20-Oct-2025 03:35 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3134656,SANKAR SABAR,19-Oct-2025 01:40 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
