Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
EIC-cum-Managing Director,Internal,,Binodini Behera,30-Dec-2025 05:06 PM,finsummary_531892.pdf (794.71 KB),30-Dec-2025,"INR 16,000,000",90.0,Binodini Behera,30-Dec-2025 05:17 PM,Agreement.pdf (600.00 KB),Finance,Total two nos. of financial bid received and opened,Shreeya Kumari Varma,23-Apr-2025 11:52 AM,,BOQ Comparative Chart,1.0,2852011.0,ARCHITECTS STUDIO,28-Mar-2025 03:51 PM,Accepted-AOC,Rank1 Bidder,30-Dec-2025 05:18 PM,Technical,Total Two (02) Numbers of Technical bids were Received and Opened,Shreeya Kumari Varma,29-Mar-2025 11:52 AM,,1.0,2852011.0,ARCHITECTS STUDIO,INR,"16,000,000",Orissa Bridge and Construction Corporation Ltd,2025_OBCC_111256_1,26/Tender/OBCC/2024-2025,Selection of an Agency for providing Comprehensive Architectural Services for Revival and Redevelopment of Satyabadi Bana Vidyalaya in Puri,Chief General Manager-I,Internal,,Shreeya Kumari Varma,22-Apr-2025 06:22 PM,23-Apr-2025 11:30 AM,techsummary_531892.pdf (753.30 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"RC, PAN, GST and other documents as per RFP","11,800",0.0,Nil,Nil,No,Orissa Bridge and Construction Corporation Ltd,26/Tender/OBCC/2024-2025,2025_OBCC_111256_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,Selection of an Agency for providing Comprehensive Architectural Services for Revival and Redevelopment of Satyabadi Bana Vidyalaya in Puri,Selection of an Agency for providing Comprehensive Architectural Services for Revival and Redevelopment of Satyabadi Bana Vidyalaya in Puri,Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,120.0,90.0,"Satyabadi, Puri",752014.0,Through VC ,"Vikash Bhawan, Nayapalli, Bhubaneswar-751012 ",06-Mar-2025 12:00 PM ,"Vikash Bhawan, Nayapalli, Bhubaneswar",No ,No,1.0,Corrigendum_3,Date,,1.0,ICICI BANK,01-Mar-2025 06:00 PM,29-Mar-2025 11:30 AM,01-Mar-2025 06:00 PM,28-Mar-2025 05:00 PM,01-Mar-2025 06:00 PM ,04-Mar-2025 05:00 PM ,01-Mar-2025 06:00 PM,28-Mar-2025 05:00 PM,23-Apr-2025 11:30 AM,EIC-cum-Managing Director,"Vikash Bhawan, Nayapalli, Bhubaneswar-751012","4,00,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,2.0,2871576.0,Designers Forum,28-Mar-2025 02:47 PM,Rejected-Finance,Rank2 Bidder,30-Dec-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Documents as per RFP - 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum-4,Technical Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Documents as per RFP - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Documents as per RFP - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
