Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"SE RW Division, Balasore","O/o the SE RW Division, Balasore",Gangpura to Badahata Road,Gangpura to Badahata Road,Please refer tender documents ,NA ,"29,89,778",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,"29,898",Yes,percentage,1.0%,Nil,Nil,23-Oct-2025 04:00 PM,04-Nov-2025 11:00 AM,23-Oct-2025 04:00 PM,03-Nov-2025 05:00 PM,23-Oct-2025 04:00 PM ,03-Nov-2025 01:00 PM ,23-Oct-2025 04:00 PM,03-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,04 SERW BLS 2025-26,2025_CERWI_119924_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P.cost, EMD, RC, Pan, valid GSTIN, Affidavit, No relation certificate and other as per DTCN",AOC,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,08-Dec-2025 05:27 PM,finsummary_557520.pdf (665.75 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,08-Dec-2025 05:23 PM,techsummary_557520.pdf (665.75 KB),1,3173558,ANUBHAV PANIGRAHI,03-Nov-2025 03:07 AM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119924_40,04 SERW BLS 2025-26,Gangpura to Badahata Road,1.0,3172168.0,SATYAGOPAL MOHAPATRA,INR,"2,541,610",08-Dec-2025,"INR 2,541,610",60.0,Soubhagya Kumar Das,08-Dec-2025 05:31 PM,40Sl.pdf (666.00 KB),Finance,Document downloaded,Soubhagya Kumar Das,07-Nov-2025 11:47 AM,finance_557520.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,2,3157065,JYOTSNARANI CHOUDHURY,29-Oct-2025 08:00 AM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3173675,KAMALA PARIDA,02-Nov-2025 12:16 PM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3167519,MAA JAGADHATRI LCCS LTD,30-Oct-2025 02:37 PM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3174794,MANAS RANJAN BARIK,02-Nov-2025 07:35 PM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3171923,MANOJ KUMAR SHAW,02-Nov-2025 03:00 PM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3166364,NARAYAN BEHERA,01-Nov-2025 04:31 PM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3170405,PANKAJ KUMAR PATRA,02-Nov-2025 07:00 PM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3176003,PRADEEPTI CHAND,03-Nov-2025 08:13 AM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3169454,PRAJNA PARAMITA BARIK,31-Oct-2025 06:23 PM,Rejected-AOC,Not Qualified,08-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC
