Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Construction of RCC drain raising with paver block road from Gitiranjan Mohanty res to Naba Nayak res at Mahaveer lane, Kalyani Nagar in Ward No.53.","Construction of RCC drain raising with paver block road from Gitiranjan Mohanty res to Naba Nayak res at Mahaveer lane, Kalyani Nagar in Ward No.53.",Please refer Tender documents. ,NA ,"28,28,459",Civil Works - Others,NA ,Tender,120.0,90.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,"7,080",0.0,Nil,Nil,No,"28,300",Yes,fixed,,Nil,Nil,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo11/2025-26,2025_ORULB_114240_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",1.0,ICICI BANK,26-Jun-2025 06:30 PM,09-Jul-2025 10:00 AM,26-Jun-2025 06:30 PM,05-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 06:30 PM,05-Jul-2025 05:00 PM,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,25-Dec-2025 03:08 PM,finsummary_544626.pdf (86.87 KB),Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,25-Dec-2025 01:49 PM,techsummary_544626.pdf (86.87 KB),25-Dec-2025,"INR 2,404,473",90.0,Antarjyamee Patra,25-Dec-2025 03:29 PM,2478.pdf (1043.00 KB),wo,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_114240_11,MC(CMC)CTC_Div-IIINo11/2025-26,"Construction of RCC drain raising with paver block road from Gitiranjan Mohanty res to Naba Nayak res at Mahaveer lane, Kalyani Nagar in Ward No.53.",1.0,2989346.0,SRI ADHIR KUMAR BEURA,INR,"2,404,473",1,2990338,DEEPAK DAS,05-Jul-2025 01:44 PM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,Finance,Eleven bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,10-Jul-2025 06:48 PM,finance_544626.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2990020,NAGEN DAS,05-Jul-2025 11:51 AM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2988129,Saroj Kumar Mallick,03-Jul-2025 07:34 PM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2988821,SASHI KANTA SETHY,04-Jul-2025 12:47 PM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2990513,SOMAJIT LENKA,05-Jul-2025 03:35 PM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2990756,SP CONSTRUCTIONS,05-Jul-2025 04:27 PM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2989346,SRI ADHIR KUMAR BEURA,05-Jul-2025 01:07 PM,Accepted-AOC,Accepted,25-Dec-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2990300,Sri Sisir Mallick,05-Jul-2025 01:25 PM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2990461,SUNIL KUMAR MOHANTY,05-Jul-2025 02:35 PM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2990074,SUSANTA KUMAR BEHERA,05-Jul-2025 12:23 PM,Rejected-AOC,Rejected,25-Dec-2025 03:29 PM,,,,,,,AOC
