S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2403550.0,SUBRAT KUMAR SAMAL,24-Jan-2024 11:22 AM,Accepted-AOC,aoc,20-Dec-2025 09:51 AM,Technical,BID OPENING SUMMARY,Ashok Kumar Sethi,29-Jan-2024 09:20 AM,technical_480359.pdf,Finance,summary,Ashok Kumar Sethi,20-Dec-2025 09:45 AM,finance_480359.pdf,BOQ Comparative Chart,20-Dec-2025,"INR 12,083,300.66",300.0,Ashok Kumar Sethi,20-Dec-2025 09:51 AM,bahiyaoiipcra.pdf (272.00 KB),SE,Internal,,Ashok Kumar Sethi,20-Dec-2025 09:48 AM,finsummary_480359.pdf (271.92 KB),SE,Internal,"SE,DAO,ESTR,JE",Ashok Kumar Sethi,19-Feb-2024 01:43 PM,19-Feb-2024 01:45 PM,techsummary_480359.pdf (728.79 KB),1.0,2403550.0,SUBRAT KUMAR SAMAL,INR,"12,083,300.66","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2023_CEMIB_98580_3,OIIPCRA-AND/W2-3/2023-24,Modernisation to Bahiya MIP in Hatadihi block in Keonjhar District under OIIPCRA for the year 2023-24,AOC,1,ICICI BANK,0.0,0.0,Nil,Nil,No,22-Dec-2023 10:00 AM,24-Jan-2024 03:30 PM,22-Dec-2023 10:10 AM,24-Jan-2024 03:00 PM,NA ,NA ,22-Dec-2023 10:15 AM,24-Jan-2024 03:00 PM,19-Feb-2024 01:45 PM,1,Fee/PreQual/Technical,.pdf,"License, PAN, GST, EMD, Affidavits,Turnover,credit facility and Other relevant documents as per DTCN","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",OIIPCRA-AND/W2-3/2023-24,2023_CEMIB_98580_3,Yes,National Competitive Bid,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,27,100",No,fixed,,Nil,Nil,SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPADA",Modernisation to Bahiya MIP in Hatadihi block in Keonjhar District under OIIPCRA for the year 2023-24,Modernisation to Bahiya MIP in Hatadihi block in Keonjhar District under OIIPCRA for the year 2023-24,As Per DTCN ,NA ,"1,27,06,063",Civil Works - Water Works,NA ,Rate Contract,90.0,300.0,HATADIHI,758020.0,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD ","O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPADA ",29-Dec-2023 11:00 AM ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quanties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
