S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,3032595.0,SAHIL KUMAR RAY,INR,"4,001,781",ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_116140_35,ITDASNG-03/2025-26,"Construction of twin staff quarters (4 Units Non Teaching) at Govt Girls High School, Telendihi under Tangarpali Block",1,3033582,ASHISH KUMAR SAHU,12-Aug-2025 04:14 PM,Rejected-AOC,Disqualified,15-Dec-2025 02:35 PM,15-Dec-2025,"INR 4,001,781",180.0,LAXMAN SAHOO,15-Dec-2025 02:35 PM,TSQTelendihi2.pdf (751.00 KB),Finance,TENDER STATUS,Sudam Chandra Patel,23-Aug-2025 07:55 PM,finance_547605.pdf,BOQ Comparative Chart,COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,15-Dec-2025 02:29 PM,finsummary_547605.pdf (450.61 KB),COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,15-Dec-2025 02:24 PM,techsummary_547605.pdf (450.62 KB),AOC,1.0,ICICI BANK,"47,074",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN Card, GSTIN, No relation certificate, Affidavit and other documents as per DTCN",29-Jul-2025 01:00 PM,13-Aug-2025 11:00 AM,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"Construction of twin staff quarters (4 Units Non Teaching) at Govt Girls High School, Telendihi under Tangarpali Block","Construction of twin staff quarters (4 Units Non Teaching) at Govt Girls High School, Telendihi under Tangarpali Block",AS PER DTCN ,NA ,"47,07,424",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, SUNDARGARH",No ,No,PROJECT ADMINISTRATOR,"ITDA, SUNDARGARH",ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-03/2025-26,2025_STSCD_116140_35,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Corrigendum,Other,,AOC
,,,,,,,,,2,3024111,BINAY NAIK,05-Aug-2025 10:08 AM,Rejected-AOC,Disqualified,15-Dec-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3032757,DEEPAK KUMAR TOPPO,12-Aug-2025 10:47 AM,Rejected-AOC,Disqualified,15-Dec-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3030130,PRAVASIS PRADHAN,10-Aug-2025 04:52 PM,Rejected-AOC,Disqualified,15-Dec-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3032595,SAHIL KUMAR RAY,12-Aug-2025 04:48 AM,Accepted-AOC,1st lowest in transparent lottery process,15-Dec-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3033395,SOMANATH SAHU,12-Aug-2025 03:46 PM,Rejected-AOC,Disqualified,15-Dec-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3030999,SURAJ KUMAR TOPPO,12-Aug-2025 11:00 AM,Rejected-AOC,Disqualified,15-Dec-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,3032581,SURJIT PATEL,12-Aug-2025 12:52 AM,Rejected-AOC,Disqualified,15-Dec-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
