Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
R.Pradhan,Internal,,Dibyamayee Behera,03-Dec-2025 04:59 PM,techsummary_558612.pdf (197.75 KB),18-Dec-2025,"INR 2,575,632",180.0,Rajesh Pradhan,20-Dec-2025 06:55 PM,153.pdf (355.00 KB),1,3177838,BANU MOHANTY,03-Nov-2025 03:12 PM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,Finance,.,Dibyamayee Behera,01-Dec-2025 05:15 PM,finance_558612.pdf,BOQ Comparative Chart,1.0,3169618.0,CHANDAN KUMAR BEHERA,INR,"2,575,632",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120139_1,05(Online)/RWD/BPD/2025-26,Construction of 1 nos D type Qtr at Nadpur PHC Building under Betnoti Block in the Mayurbhanj District for the year 2023-24,R.Pradhan,Internal,,Dibyamayee Behera,04-Dec-2025 11:16 AM,finsummary_558612.pdf (197.75 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,1.0,ICICI BANK,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,05(Online)/RWD/BPD/2025-26,2025_CERWI_120139_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"30,298",Yes,percentage,1.0%,Nil,Nil,28-Oct-2025 11:00 AM,03-Nov-2025 05:30 PM,28-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,28-Oct-2025 11:00 AM ,03-Nov-2025 03:00 PM ,28-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,Construction of 1 nos D type Qtr at Nadpur PHC Building under Betnoti Block in the Mayurbhanj District for the year 2023-24,Construction of 1 nos D type Qtr at Nadpur PHC Building under Betnoti Block in the Mayurbhanj District for the year 2023-24,NA ,NA ,"30,29,799",Civil Works - Buildings,NA ,Tender,90.0,180.0,Mayurbhanj,757002.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MAYURBHANJ",No ,No,"6,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION, MAYURBHANJ",AOC
,,,,,,,,,,,,2,3174477,BHABANI SHANKAR SETHI,03-Nov-2025 05:46 AM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3170852,BHAJA GOBINDA NAYAK,31-Oct-2025 08:22 PM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3174444,BIKASH JYOTI SAHU,03-Nov-2025 05:34 AM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3169618,CHANDAN KUMAR BEHERA,02-Nov-2025 02:01 PM,Accepted-AOC,Lottery winner,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3170356,HARISH CHANDRA MOHANTY,31-Oct-2025 05:28 PM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3175592,MANORANJAN UPADHAYAYA,03-Nov-2025 11:35 AM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3169965,PRADEEP KUMAR DEY,03-Nov-2025 02:32 PM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3177854,RAMAN KUMAR NAIK,03-Nov-2025 03:33 PM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3167643,RUPAN KUMAR BEHERA,31-Oct-2025 01:32 PM,Rejected-AOC,unsuccessful tenderer,20-Dec-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
