Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Ajodhya to Badia road,Ajodhya to Badia road,Please refer tender documents ,NA ,"9,96,581",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P.cost, EMD, RC, Pan, valid GSTIN, Affidavit, No relation certificate and other as per DTCN","9,966",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,04 SERW BLS 2025-26,2025_CERWI_119924_78,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE RW Division, Balasore","O/o the SE RW Division, Balasore",23-Oct-2025 04:00 PM,04-Nov-2025 11:00 AM,23-Oct-2025 01:36 PM,03-Nov-2025 05:00 PM,23-Oct-2025 04:00 PM ,03-Nov-2025 01:00 PM ,23-Oct-2025 04:00 PM,03-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,AOC,Soubhagya Kumar Das,Internal,,Priyadarshini Behera,16-Dec-2025 06:09 PM,finsummary_557712.pdf (608.01 KB),Soubhagya Kumar Das,Internal,,Priyadarshini Behera,16-Dec-2025 06:05 PM,techsummary_557712.pdf (608.01 KB),17-Dec-2025,"INR 847,193",60.0,Soubhagya Kumar Das,17-Dec-2025 01:48 PM,78Sl.pdf (609.00 KB),1.0,3168524.0,RAMAKRUSHNA MOHAPATRA,INR,"847,193",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119924_78,04 SERW BLS 2025-26,Ajodhya to Badia road,1,3166787,ASHOK KUMAR GIRI,30-Oct-2025 08:23 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,Finance,Document downloaded,Priyadarshini Behera,08-Nov-2025 03:27 PM,finance_557712.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3171904,BIMALENDU MOULI BARIK,01-Nov-2025 01:25 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3167354,DHARAMJIT NAYAK,30-Oct-2025 06:19 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3171234,HEMANTA KUMAR TAREI,03-Nov-2025 05:36 AM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3174230,Itishree Mohanty,03-Nov-2025 12:09 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3167638,JAYAKRUSHNA BISWAL,31-Oct-2025 05:57 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3157121,JYOTSNARANI CHOUDHURY,29-Oct-2025 08:34 AM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3167536,MAA JAGADHATRI LCCS LTD,30-Oct-2025 02:42 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3166496,"M/S Jagannath Construction, Prop-Prasanta Nayak",02-Nov-2025 12:59 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3168698,NIRANJAN MAIKAP,30-Oct-2025 08:33 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3175990,PRADEEPTI CHAND,03-Nov-2025 07:53 AM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3178172,PRAJNA PARAMITA BARIK,03-Nov-2025 04:40 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3166182,PRANABANDHU BARIK,29-Oct-2025 04:34 PM,Rejected-AOC,Not Qualified,17-Dec-2025 01:48 PM,,,,,,,AOC
