Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN","SE, M.I.DIVISION, SAMBALPUR",At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,Construction of Khandaguda-II Check Dam Over Local Nalla Near village Nuagaon in Jamankira Block of Sambalpur District under MATY 2025-26.,Construction of Khandaguda-II Check Dam Over Local Nalla Near village Nuagaon in Jamankira Block of Sambalpur District under MATY 2025-26.,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN  ",NA ,"45,56,367",Civil Works - Water Works,NA ,Tender,90.0,120.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE, M.I.DIVISION, SAMBALPUR",No ,No,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR","SE,MID,SBP/02/2025-26",2025_CEMIB_117163_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,22-Aug-2025 11:00 AM,08-Sep-2025 10:00 AM,22-Aug-2025 11:00 AM,06-Sep-2025 05:30 PM,NA ,NA ,22-Aug-2025 11:00 AM,06-Sep-2025 05:30 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"45,564",Yes,percentage,1.0%,Nil,Nil,AOC,KS NAIK,Internal,DAO AEE AND AE,Kundan Singh Naik,11-Oct-2025 07:13 PM,finsummary_550177.pdf (1930.23 KB),KS NAIK,Internal,DAO AEE AND AE,Kundan Singh Naik,10-Oct-2025 05:29 PM,techsummary_550177.pdf (2028.42 KB),15-Nov-2025,"INR 3,873,366.78",120.0,Kundan Singh Naik,23-Dec-2025 05:16 PM,15.pdf (611.00 KB),Work awarded to Sri Bijan Kumar Pruseth B class Engg contractor,1.0,3049130.0,BIJAN KUMAR PRUSETH,INR,"3,873,366.78","CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR",2025_CEMIB_117163_15,"SE,MID,SBP/02/2025-26",Construction of Khandaguda-II Check Dam Over Local Nalla Near village Nuagaon in Jamankira Block of Sambalpur District under MATY 2025-26.,1,3050184,ABHILASH SAMAL,27-Aug-2025 07:45 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,Finance,Admitted,Kundan Singh Naik,10-Oct-2025 11:44 AM,,BOQ Comparative Chart,AOC
,,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3046489,AMIT KUMAR PATEL,25-Aug-2025 02:51 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3063229,ASHISH SINGH,04-Sep-2025 12:27 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3063259,ASHOK KUMAR SINGH,04-Sep-2025 12:40 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3065054,AYUSH AGRAWAL,05-Sep-2025 11:05 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3049130,BIJAN KUMAR PRUSETH,26-Aug-2025 06:15 AM,Accepted-AOC,Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3063005,Bikash Kumar Naik,03-Sep-2025 10:41 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3065550,CHITTA RANJAN GARNAYAK,06-Sep-2025 12:34 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3065171,CHUDAMANI JAYAPURIA,06-Sep-2025 12:03 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3063812,DEBASHIS SAHOO,05-Sep-2025 08:03 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
