Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3063404,DEBASISH PADHAN,04-Sep-2025 01:54 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3049755,DIBYALOCHAN BISWAL,27-Aug-2025 11:20 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3065193,DURGA MADHABA TAPNO,06-Sep-2025 07:49 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3060493,GANESH RAM AGARWALA,02-Sep-2025 11:28 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3048536,GHANASHYAM SAHU,25-Aug-2025 04:48 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3062650,INDRADEV CHOUDHURY,03-Sep-2025 04:20 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3053313,ISMAIL AZAD BADHAI,28-Aug-2025 08:48 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3065799,JAGMOHAN PAL,06-Sep-2025 02:48 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3049007,JHUNI BEHERA,27-Aug-2025 03:09 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3065746,JMM CONSTRUCTION,06-Sep-2025 01:43 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3066083,JUBARAJ KUMBHAR,06-Sep-2025 04:27 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3064960,KHAGESWAR BAGH,05-Sep-2025 08:30 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3053604,KRUSHNA MOHAN DHAR,29-Aug-2025 11:59 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3053609,KUNDAN KUMAR DALAI,02-Sep-2025 11:37 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3050478,LAMBODAR MISHRA,26-Aug-2025 06:38 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3065943,MANTU KUMAR NAYAK,06-Sep-2025 03:41 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3064992,M/S ABHIJIT PRADHAN,05-Sep-2025 08:41 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3064669,NARESH BEHERA,06-Sep-2025 04:47 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3065854,Nihar Ranjan Patel,06-Sep-2025 02:46 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3050967,NNN CONSTRUCTION,28-Aug-2025 01:25 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3065583,OMPRAKASH BAGH,06-Sep-2025 12:45 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3058006,PADMALAYA DHARUA,31-Aug-2025 09:04 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3058069,PARSURAM KHAMARI,02-Sep-2025 08:30 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3057974,PITAMBAR KISAN,31-Aug-2025 07:11 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3051006,PRADYUMNA SAHU,27-Aug-2025 01:03 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3065034,PRAGNYA PARIMITA PATEL,05-Sep-2025 09:05 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3049655,PRASANTA KUMAR BEHERA,26-Aug-2025 12:29 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3057511,PRINCE ABHINASH SINGH,31-Aug-2025 12:48 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3055698,RAJIB KUMAR NAYAK,31-Aug-2025 11:05 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3063373,Ranjan Kumar Tripathy,04-Sep-2025 01:23 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3058315,Rohit Kisan,01-Sep-2025 12:37 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3066051,SAHIL KUMAR RAY,06-Sep-2025 04:14 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3064208,SAMBIT KUMAR BEHERA,05-Sep-2025 12:28 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3066136,SANTOSH KUMAR MAHANKUDA,06-Sep-2025 04:54 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3054188,SHREEMA PRADHAN,29-Aug-2025 12:26 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3058092,SITARAM KHAMARI,04-Sep-2025 08:24 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3064232,SOMANATH SAHU,05-Sep-2025 12:37 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3057476,SOUMYA RANJAN PANIGRAHI,31-Aug-2025 01:46 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3049451,SUBHAM ROUT,26-Aug-2025 12:04 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3063079,SUBHRANSU DASH,04-Sep-2025 10:28 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3064953,SUDHANSU KUMAR MOHANTY,05-Sep-2025 09:25 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3050821,Sudipta Kumar Kisan,29-Aug-2025 02:09 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3055217,SUMAN KUMAR DEHURY,29-Aug-2025 05:09 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3064336,SUSANTA KUMAR BEHERA,05-Sep-2025 01:32 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3057912,SUSHANTA KUMAR MOHAPATRA,31-Aug-2025 06:29 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3062632,TAPAS RANJAN LENKA,03-Sep-2025 03:58 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3051478,TIKESWAR MAJHI,27-Aug-2025 05:48 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3055591,TUSAR RANJAN MIRDHA,05-Sep-2025 10:57 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:17 PM,,,,,,,AOC
