Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Balasore,01/2024-25dt17.02.2025,2025_OLIC_111080_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"23,677",Yes,percentage,1.0%,Nil,Nil,NUAPUR-VII,"TUBE WELL, DRILLING, INSTALLATION AND EXECUTION OF CIVIL WORK FOR ENERGISATION AT NUAPUR-VII",AS PER MENTION IN DTCN  ,NA ,"23,67,657",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,120.0,"O/O E.E. L.I. DIVISION, BALASORE",756056.0,NA ,NA ,NA ,"O/O E.E. L.I. DIVISION, BALASORE",No ,No,EXECUTIVE ENGINEER,"O/O E.E. L.I. DIVISION, BALASORE","6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,25-Feb-2025 11:00 AM,12-Mar-2025 11:00 AM,25-Feb-2025 11:00 AM,11-Mar-2025 05:00 PM,25-Feb-2025 11:00 AM ,07-Mar-2025 05:00 PM ,25-Feb-2025 11:00 AM,11-Mar-2025 05:00 PM,1.0,ICICI BANK,AOC,1,2848972,AMALENDU NAYAK,11-Mar-2025 10:22 AM,Rejected-AOC,Reject,15-Dec-2025 01:36 PM,14-Nov-2025,"INR 2,012,745",120.0,Shirish Chandra Munda,15-Dec-2025 01:36 PM,NuapurVIIpdf.PDF (977.00 KB),Bidder awarded work after winning of lottery in presence of all Bidders and Tender committee. W.O. Issued.,sirishchmunda,Internal,sureshchdeypreamanandapandaankitanayakjalandhardassarojkumajhi,Shirish Chandra Munda,11-Apr-2025 05:51 PM,techsummary_531418.pdf (2190.80 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Balasore,2025_OLIC_111080_27,01/2024-25dt17.02.2025,NUAPUR-VII,sirishchmunda,Internal,sureshchdeypremanandapandaankitanayakjalandhardassarojkumajhi,Shirish Chandra Munda,14-Nov-2025 05:59 PM,finsummary_531418.pdf (128.68 KB),Finance,Bid Opening,Shirish Chandra Munda,11-Apr-2025 12:13 PM,finance_531418.pdf,BOQ Comparative Chart,1.0,2846497.0,LAKSHMIMANI GIRI,INR,"2,012,745",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2850686,DINESH KUMAR AGARWALA,11-Mar-2025 02:49 PM,Rejected-AOC,Reject,15-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2846497,LAKSHMIMANI GIRI,11-Mar-2025 11:36 AM,Accepted-AOC,Bidder awarded work after winning of lottery in presence of all Bidders and Tender committee. W.O. Issued.,15-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2844769,MAHASWETA DHADA,11-Mar-2025 01:36 PM,Rejected-AOC,Reject,15-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2850793,M/S.BAISAKHI CONSTRUCTION PVT.LTD,11-Mar-2025 03:53 PM,Rejected-Finance,Reject,14-Nov-2025 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2849986,M/s Maa Subarnmukhi Engineering,11-Mar-2025 12:24 PM,Rejected-AOC,Reject,15-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2848620,NABIN KUMAR PAL,10-Mar-2025 09:58 PM,Rejected-AOC,Reject,15-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2849092,RAHUL DAS,11-Mar-2025 02:49 PM,Rejected-AOC,Reject,15-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2847459,RANJITA SA,11-Mar-2025 11:27 AM,Rejected-AOC,Reject,15-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2848409,SUJATA PUSTI,11-Mar-2025 10:07 AM,Rejected-AOC,Reject,15-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
