Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
09-Dec-2025,"INR 1,071,530",30.0,Sudipta Senapati,09-Dec-2025 06:39 PM,3ChudangapurTitikhandiWO.pdf (820.00 KB),Work Order,1,3170818,ABHI SETHI,01-Nov-2025 11:34 AM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,1.0,3175909.0,Ranjan Swain,INR,"1,071,530",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_120211_27,Online Tender/12/SERWD-II/2025-26,S/R Chundangpur Titikhandi for the year 2025-26,Finance,Tender will be finalized after downloaded Bid documents scrutinized.,Babina Sahu,11-Nov-2025 07:09 PM,finance_559265.pdf,BOQ Comparative Chart,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,09-Dec-2025 06:35 PM,finsummary_559265.pdf (2044.74 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,09-Dec-2025 06:31 PM,techsummary_559265.pdf (1413.85 KB),AOC,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur","6,000",0.0,Nil,Nil,No,1.0,Corrigendum,Other,,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,28-Oct-2025 02:00 PM,04-Nov-2025 11:00 AM,28-Oct-2025 02:00 PM,03-Nov-2025 05:00 PM,28-Oct-2025 02:00 PM ,03-Nov-2025 12:00 PM ,28-Oct-2025 02:00 PM,03-Nov-2025 05:00 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/12/SERWD-II/2025-26,2025_CERWI_120211_27,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,S/R Chundangpur Titikhandi for the year 2025-26,S/R Chundangpur Titikhandi for the year 2025-26,Please refer Tender documents. ,NA ,"12,61,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,"12,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,3172094,Aruna Kumar Rath,02-Nov-2025 12:33 PM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3172844,ASHIS PATTNAYAK,01-Nov-2025 07:43 PM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3169650,BAIJAYANTI SWAIN,31-Oct-2025 04:14 PM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3169335,MADHABA NAIK,31-Oct-2025 11:47 AM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3169625,M PRAKASHA CHANDRA PATRA,31-Oct-2025 01:12 PM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3169591,MUNA SETHI,31-Oct-2025 12:59 PM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3177815,ORISONS MINERALS AND PROPERTIES,03-Nov-2025 03:07 PM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3170178,PITABASA RATHA,31-Oct-2025 04:46 PM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3173455,Pradeep Kumar Panda,02-Nov-2025 10:58 AM,Rejected-AOC,Unsuccessful Bidder,09-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
