Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
31-Dec-2025,"INR 431,896",30.0,Bhagirathi Dash,31-Dec-2025 01:43 PM,5700.pdf (161.00 KB),Successful Qualify Bidder,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,2025_CERWI_120016_40,RWD / KPD-07 of 2025-26,S/R to Diapatana to Bilarampur via Ambrutamanipatana Road in the District of Kendrapara for the year 2025-2026,1.0,3193394.0,PRADEEP KUMAR PRUSTY,INR,"431,896",1,3178365,GYANA RANJAN SAHOO,07-Nov-2025 06:24 AM,Rejected-Finance,Did not Win the Lottery,31-Dec-2025 01:34 PM,Finance,Nine numbers of Bidder Participated,Bhagirathi Dash,12-Nov-2025 04:43 PM,,BOQ Comparative Chart,"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator",Bhagirathi Dash,31-Dec-2025 01:34 PM,finsummary_559202.pdf (443.47 KB),"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator)",Bhagirathi Dash,31-Dec-2025 01:27 PM,techsummary_559202.pdf (443.48 KB),AOC,"5,100",Yes,fixed,,Nil,Nil,28-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,28-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,28-Oct-2025 05:00 PM ,06-Nov-2025 05:00 PM ,28-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,S/R to Diapatana to Bilarampur via Ambrutamanipatana Road in the District of Kendrapara for the year 2025-2026,Road Work,Please refer Tender documents. ,NA ,"5,08,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Kendrapara,754211.0,NA ,NA ,NA ,"Executive Engineer R.W. Division, Kendrapara",No ,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Executive Engineer R.W. Division, Kendrapara","Executive Engineer R.W. Division, Kendrapara",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,RWD / KPD-07 of 2025-26,2025_CERWI_120016_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavit and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,2,3191937,HEMANTA KUMAR SAMAL,07-Nov-2025 07:55 AM,Rejected-Finance,Did not Win the Lottery,31-Dec-2025 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,3,3191974,Jeetendra Kumar Jena,07-Nov-2025 12:37 PM,Rejected-Finance,Did not Win the Lottery,31-Dec-2025 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3184132,MRUTYUNJAYA SAHOO,05-Nov-2025 01:37 PM,Rejected-Finance,Did not Win the Lottery,31-Dec-2025 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3193394,PRADEEP KUMAR PRUSTY,07-Nov-2025 01:07 PM,Accepted-AOC,Successful Qualify Bidder,31-Dec-2025 01:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3170051,RAKESH SETHY,31-Oct-2025 03:51 PM,Rejected-Finance,Did not Win the Lottery,31-Dec-2025 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3185042,RATIP KUMAR BHADRA,05-Nov-2025 05:49 PM,Rejected-Finance,Did not Win the Lottery,31-Dec-2025 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,3175385,SILU KUMAR SETHI,02-Nov-2025 08:24 PM,Rejected-Finance,Did not Win the Lottery,31-Dec-2025 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,3191592,SUJIT KUMAR NAYAK,06-Nov-2025 09:40 PM,Rejected-Finance,Did not Win the Lottery,31-Dec-2025 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
