S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage
1.0,2950995.0,Shree Balaji Engicons Limited,INR,"720,000,000",EIC-CIVIL,2025_EICCL_113430_1,C. E.(B) - 05 / 2025-26,"Construction of New Collectorate Building, Cuttack (GS plus 5 Floors) on Turnkey Basis in the state of Odisha.",Technical,8 Nos. Bidders Received,Priyabrata Samantara,18-Aug-2025 05:56 PM,,Principal Secretary to Govt. Works Dept Odisha,Internal,EIC Civil cum Roads Odisha CE Buildings I Odisha FA cum Special Secy to Govt Works Dept Odisha,Priyabrata Samantara,08-Oct-2025 05:38 PM,finsummary_539445.pdf (423.90 KB),"Er Satyabrata Behera EIC (Civil-cum-Roads), Odisha",Internal,CE Buildings I and II Odisha Addl CE Buildings I Odisha CCE Cuttack R and B Circle Cuttack Dy Chief Architect Level I Odisha SE Cuttack R and B Division I,Priyabrata Samantara,22-Aug-2025 06:30 PM,25-Aug-2025 04:00 PM,techsummary_539445.pdf (492.13 KB),1.0,REVOCATION,Document,18-Aug-2025 05:30 PM,Revoke.PDF ,162.06,Technical Opening,Finance,Opening,Priyabrata Samantara,25-Aug-2025 05:52 PM,,BOQ Comparative Chart,15-Dec-2025,"INR 720,000,000",730.0,Smita Sahoo,15-Dec-2025 01:18 PM,AOC_Cuttack.pdf (1708.00 KB),AOC,1,2942293,B.C.BHUYAN CONSTRUCTION PVT LTD,25-Jun-2025 04:10 PM,Rejected-Finance,L3,08-Oct-2025 05:38 PM,AOC,"10,000",0.0,Nil,Nil,No,"Chief Engineer (Buildings-II), Odisha, Bhubaneswar","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.",1.0,Fee/PreQual/Technical,.pdf,Technical Bid as indicated as Section-1 of SBD.,"Construction of New Collectorate Building, Cuttack (GS plus 5 Floors) on Turnkey Basis in the state of Odisha.","Construction of New Collectorate Building, Cuttack (GS plus 5 Floors) on Turnkey Basis in the state of Odisha.",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,180.0,730.0,CUTTACK DIST.,753014.0,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar. ","O/o. the E.I.C. (Civil), Odisha, Bhubaneswar. ",28-May-2025 11:30 AM ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,15-May-2025 06:40 PM,04-Jul-2025 11:30 AM,15-May-2025 06:40 PM,25-Jun-2025 05:30 PM,NA ,NA ,15-May-2025 06:40 PM,25-Jun-2025 05:30 PM,25-Aug-2025 04:00 PM,EIC-CIVIL,C. E.(B) - 05 / 2025-26,2025_EICCL_113430_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"70,00,000",Yes,fixed,,Nil,Nil,1.0,3RD CORRIGENDUM,Date,,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2974987,Bridge and Roof Co India Ltd,24-Jun-2025 05:08 PM,Rejected-Technical,Disqualified,22-Aug-2025 06:30 PM,AOC,,,,,,,,,,.pdf,Bid Security and cost of Bid documents online mode.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,REPLY TO PRE-BID QUERIES,Other,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2922944,kaizen infracon,20-Jun-2025 01:10 PM,Rejected-Finance,L4,08-Oct-2025 05:38 PM,AOC,,,,,,,,,,.pdf,Qualification Information and supporting documents as per Section-1 of SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2978413,M/S DIVINE CONSTRUCTIONS,25-Jun-2025 05:03 PM,Rejected-Technical,Disqualified,22-Aug-2025 06:30 PM,AOC,,,,,,,,,,.pdf,"Certificates Undertakings, Affidavit as per Section-2 of SBD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2980049,Narayan Kumar Infrastructure Pvt Ltd,25-Jun-2025 04:23 PM,Rejected-Technical,Disqualified,22-Aug-2025 06:30 PM,AOC,,,,,,,,,,.pdf,Scope of Work as Section 8 of SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2950986,SAT INDER CONSTRUCTIONS PVT LTD,20-Jun-2025 01:14 PM,Rejected-Finance,L5,08-Oct-2025 05:38 PM,AOC,,,,,,,,,,.pdf,Others Document as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2950995,Shree Balaji Engicons Limited,25-Jun-2025 04:10 PM,Accepted-AOC,L1,15-Dec-2025 01:18 PM,AOC,,,,,,,,2.0,Finance,.xls,Quoted Lump-sum Price BoQ with Bidder Name.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2930339,UMSL Limited,23-Jun-2025 05:28 PM,Rejected-AOC,L2,15-Dec-2025 01:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
