S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"2,00,000",No,fixed,,Nil,Nil,590.0,0.0,Nil,Nil,No,selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Keonjhar to recipient district Mayurbhanj in the State of Odisha,selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Keonjhar to recipient district Mayurbhanj in the State of Odisha,Please refer Tender documents. ,NA ,,Handling and Transportation,NA ,Tender,180.0,620.0,"OSCSC Ltd, C/2, Nayapalli, Bhubaneswar",751012.0,"Conference Hall, OSCSC Ltd. ","Conference Hall, OSCSC Ltd., C/2, Nayapalli, Bhubaneswar-12 ",28-Jul-2025 03:30 PM ,"Conference Hall, OSCSC Ltd.",No ,No,19-Jul-2025 10:00 AM,11-Aug-2025 11:00 AM,19-Jul-2025 10:00 AM,08-Aug-2025 05:00 PM,NA ,NA ,19-Jul-2025 10:00 AM,08-Aug-2025 05:00 PM,30-Aug-2025 11:00 AM,Odisha State Civil Supplies Corp. Ltd.,No.9695 P-II 25 2025 PDS Dated 17.07.2025,2025_OSCSC_115686_5,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"Managing Director, OSCSC Ltd.","OSCSC Ltd., C/2, Nayapalli, Bhubaneswar-751012",1.0,Fee/PreQual/Technical,.pdf,Required Document as per DTCN,AOC,1,3027432,BIBHU KALYAN SAHOO,07-Aug-2025 06:49 PM,Rejected-Finance,Being the 2nd Lowest bidder.,02-Dec-2025 07:13 PM,02-Dec-2025,INR 31.11,620.0,sudhakar sabaro,02-Dec-2025 07:28 PM,AOC.pdf (462.00 KB),Finance,All bidders are admitted for financial evaluation,sudhakar sabaro,02-Dec-2025 06:26 PM,,BOQ Comparative Chart,Managing Director,Internal,,Himanshu Sekhar Biswal,26-Aug-2025 08:14 PM,30-Aug-2025 11:00 AM,techsummary_546339.pdf (806.22 KB),Managing Director,Internal,,sudhakar sabaro,02-Dec-2025 07:13 PM,finsummary_546339.pdf (599.03 KB),Technical,All bidders are admitted for technical evaluation.,Himanshu Sekhar Biswal,19-Aug-2025 12:57 PM,,Odisha State Civil Supplies Corp. Ltd.,2025_OSCSC_115686_5,No.9695 P-II 25 2025 PDS Dated 17.07.2025,selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Keonjhar to recipient district Mayurbhanj in the State of Odisha,1.0,3011441.0,MAA TARINI ENTERPRISERS,INR,31.11,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,2,3011441,MAA TARINI ENTERPRISERS,08-Aug-2025 08:14 AM,Accepted-AOC,Being the Lowest Bidder.,02-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3022340,S PRATIVA KUMARI PATRA,08-Aug-2025 03:55 PM,Rejected-Technical,Technically Disqualified,26-Aug-2025 08:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
