Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",Bid Identification No- 10/MIDA/2025-26,2025_CEMIB_118357_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,23-Sep-2025 10:00 AM,13-Oct-2025 10:00 AM,23-Sep-2025 10:05 AM,10-Oct-2025 05:00 PM,NA ,NA ,23-Sep-2025 10:10 AM,10-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD","68,600",Yes,fixed,,Nil,Nil,Construction Of Black Toping Road On Canal Service Road In Kureijodi MIP In Harichandanpur Block Under CAPEX Grant For The Year 2025-26,Construction Of Black Toping Road On Canal Service Road In Kureijodi MIP In Harichandanpur Block Under CAPEX Grant For The Year 2025-26,Please refer Tender documents. ,NA ,"68,56,000",Civil Works - Others,NA ,Rate Contract,90.0,180.0,HARICHANDANPUR,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,1.0,Fee/PreQual/Technical,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Technical,summary,Ashok Kumar Sethi,30-Oct-2025 04:53 PM,technical_553302.pdf,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2025_CEMIB_118357_1,Bid Identification No- 10/MIDA/2025-26,Construction Of Black Toping Road On Canal Service Road In Kureijodi MIP In Harichandanpur Block Under CAPEX Grant For The Year 2025-26,SE,Internal,,Ashok Kumar Sethi,13-Dec-2025 09:02 PM,finsummary_553302.pdf (246.69 KB),1.0,3121897.0,YASHOBANTI MOHANTA,INR,"5,828,071.26",1,3102716,ABHILIPSA PRIYADARSINI JENA,29-Sep-2025 01:59 PM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,13-Dec-2025,"INR 5,828,071.26",180.0,Ashok Kumar Sethi,13-Dec-2025 09:05 PM,kureijodicapexfin.pdf (247.00 KB),SE,Internal,,Ashok Kumar Sethi,30-Oct-2025 04:58 PM,30-Oct-2025 05:00 PM,techsummary_553302.pdf (735.69 KB),Finance,summary,Ashok Kumar Sethi,13-Dec-2025 08:53 PM,finance_553302.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3117903,AMIYA KUMAR MISHRA,08-Oct-2025 08:23 PM,Rejected-Technical,Submission of expired license,30-Oct-2025 04:58 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3117896,ANIL KUMAR SAHOO,08-Oct-2025 08:57 PM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3118418,ASIN KUMAR JENA,09-Oct-2025 08:41 AM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3106173,BHIMASEN SETHI,02-Oct-2025 08:51 PM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3122473,BIDHUBHUSAN SAHOO,10-Oct-2025 04:16 PM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3113014,BIJAYANANDA SAHOO,06-Oct-2025 07:34 PM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3106759,BIJAY KUMAR NAIK,06-Oct-2025 02:13 PM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3108148,BIKASH KUMAR JENA,03-Oct-2025 08:12 PM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3121975,BIMAL BHUSAN MOHANTA,10-Oct-2025 01:45 PM,Rejected-Finance,Lottery,13-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,AOC
