EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"19,900",Yes,fixed,,Nil,Nil,26-Jun-2025 11:00 AM,08-Jul-2025 01:00 PM,26-Jun-2025 11:00 AM,07-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 11:00 AM,07-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,E.I to Power supply to 40kw load on 400 V for Govt. ITI Patrapur at-Padadigi,E.I to Power supply to 40kw load on 400 V for Govt. ITI Patrapur at-Padadigi,Please refer Tender documents. ,NA ,"19,83,269",Electrical Works,NA ,Tender,90.0,NA ,O/O E.E. R W ELECTRICAL DIVISION BERHAMPUR,760011.0,NA ,NA ,NA ,O/O E.E. R W ELECTRICAL DIVISION BERHAMPUR,No ,No,1.0,ICICI BANK,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Berhampur,Online Electrical Divn. BAM 03/2025-26,2025_CERWI_114740_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,EE R W ELECTRICAL DIVISION BERHAMPUR,EE R W ELECTRICAL DIVISION BERHAMPUR,"6,000",0.0,Nil,Nil,Yes,AOC,EE DAO AEE AGENCY,Internal,EE DAO AEE AGENCY,Susanta Kumar Behera,17-Dec-2025 04:30 PM,finsummary_544231.pdf (573.63 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Berhampur,2025_CERWI_114740_2,Online Electrical Divn. BAM 03/2025-26,E.I to Power supply to 40kw load on 400 V for Govt. ITI Patrapur at-Padadigi,1.0,2990205.0,MEERA ELECTRICALS,INR,"1,685,977",Finance,BOQ DOCUMENT PAYMENT RECEIVED,Susanta Kumar Behera,17-Dec-2025 04:18 PM,finance_544231.pdf,BOQ Comparative Chart,1,2985572,Er. Shashanka sekhar patro,01-Jul-2025 07:37 PM,Rejected-Technical,L2,17-Dec-2025 04:24 PM,17-Dec-2025,"INR 1,685,977",120.0,Susanta Kumar Behera,17-Dec-2025 04:36 PM,NOTESHEETITI.pdf (574.00 KB),ACCEPTED FOR MEERA ELECTRICALS,EE DAO AEE AGENCY,Internal,EE DAO AEE AGENCY,Susanta Kumar Behera,17-Dec-2025 04:24 PM,techsummary_544231.pdf (635.28 KB),AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2990205,MEERA ELECTRICALS,05-Jul-2025 12:58 PM,Accepted-AOC,L1,17-Dec-2025 04:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2986762,M/s.Balinki Panigrahi Engg / Bhabani Sankar Panigrahi,07-Jul-2025 03:43 PM,Rejected-Technical,L4,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2990702,United Electricals & Engineering Pvt. Ltd.,05-Jul-2025 04:17 PM,Rejected-Technical,L3,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,AOC
