Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,tender opened,PADMINI MEHER,09-Jan-2024 11:35 AM,finance_480230.pdf,BOQ Comparative Chart,1.0,2372670.0,SATYA PRAKASH HOTA,INR,"417,845.34",Municipal Bodies||Sambalpur Municipal Corporation,2023_ORULB_98500_12,31/SMC_SBP/2023-24,"Construction Of Paver Block Road From Ajay Oram House Hagrupada To Binod Oram House At Orampada, Gadmunda In Ward No-12","Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,17-Dec-2025 11:13 AM,finsummary_480230.pdf (432.76 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,17-Dec-2025 11:11 AM,techsummary_480230.pdf (432.76 KB),17-Dec-2025,"INR 417,845.34",30.0,Rehan Khatri,17-Dec-2025 11:14 AM,31smc12.pdf (433.00 KB),successful,1,2372713,K SUJEET KUMAR DORA,30-Dec-2023 04:11 PM,Rejected-Technical,UNSUCCESSFUL,17-Dec-2025 11:11 AM,AOC,Municipal Bodies||Sambalpur Municipal Corporation,31/SMC_SBP/2023-24,2023_ORULB_98500_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",21-Dec-2023 11:00 AM,01-Jan-2024 11:00 AM,21-Dec-2023 11:00 AM,30-Dec-2023 05:00 PM,NA ,NA ,21-Dec-2023 11:00 AM,30-Dec-2023 05:00 PM,"Construction Of Paver Block Road From Ajay Oram House Hagrupada To Binod Oram House At Orampada, Gadmunda In Ward No-12","Construction Of Paver Block Road From Ajay Oram House Hagrupada To Binod Oram House At Orampada, Gadmunda In Ward No-12",Please refer Tender documents. ,NA ,"4,17,844",Civil Works - Others,NA ,Tender,120.0,30.0,SAMBALPUR MUNICIPAL CORPORATION,786006.0,NA ,NA ,NA ,"SAMBALPUR MUNICIPAL CORPORATION, SAMBALPUR",No ,No,"COMMISSIONER, SMC, SAMBALPUR","New Office Building, SMC Durgapali, Sambalpur","4,178",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2372670,SATYA PRAKASH HOTA,30-Dec-2023 03:33 PM,Accepted-AOC,successful,17-Dec-2025 11:15 AM,AOC,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
