Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, PAN, GST AND OTHER DOCUMENTS AS PER DTCN",09-Oct-2025 11:00 AM,24-Oct-2025 11:00 AM,09-Oct-2025 11:00 AM,23-Oct-2025 05:00 PM,09-Oct-2025 11:00 AM ,20-Oct-2025 05:00 PM ,09-Oct-2025 11:00 AM,23-Oct-2025 05:00 PM,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Boudh,OLIC-BOUDH-14/2025-26/4229 DT-26.09.2025,2025_OLIC_118998_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,"OFFICE OF E.E. LIFT IRRIGATION DIVISION, MASTER LANE, BOUDH-762014","1,33,068",Yes,fixed,,Nil,Nil,"INSTALLATION AND ENERGISATION FASED-VI, FASED-VIII, GHANTAPADA-VI AND GHANTAPADA-VII OF LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF","INSTALLATION AND ENERGISATION FASED-VI, FASED-VIII, GHANTAPADA-VI AND GHANTAPADA-VII OF LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF",PLEASE REFER TENDER DOCUMENT DTCN ,NA ,"1,33,06,794",Civil Works - Lift Irrigation Schemes,RIVER LIFT ,Tender,365.0,120.0,BOUDH,762014.0,NA ,NA ,NA ,"OFFICE OF E.E. LIFT IRRIGATION DIVISION, BOUDH",No ,No,AOC,"Executive Engineer,L.I.Division, Boudh",Internal,"Estimator, L.I. Division, Boudh, Assistant Accountant, L.I. Division, Boudh",Satya Narayan Rana,03-Dec-2025 04:39 PM,finsummary_554803.pdf (1908.66 KB),Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Boudh,2025_OLIC_118998_17,OLIC-BOUDH-14/2025-26/4229 DT-26.09.2025,"INSTALLATION AND ENERGISATION FASED-VI, FASED-VIII, GHANTAPADA-VI AND GHANTAPADA-VII OF LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF",1.0,3126719.0,DEBADATTA KHAMARI,INR,"11,312,105.58",Finance,Twenty nos of bidders have participated,Satya Narayan Rana,27-Oct-2025 09:06 PM,,BOQ Comparative Chart,19-Dec-2025,"INR 13,348,285",120.0,Satya Narayan Rana,19-Dec-2025 07:34 PM,Package17.pdf (1184.00 KB),Awarded,1,3126719,DEBADATTA KHAMARI,23-Oct-2025 12:44 AM,Accepted-AOC,Accept,19-Dec-2025 07:34 PM,"Executive Engineer,L.I.Division, Boudh",Internal,"Estimator,L.I.Division,Boudh, Assistant Accountant , L.I.Division,Boudh",Satya Narayan Rana,29-Nov-2025 12:02 AM,techsummary_554803.pdf (328.17 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3134167,KUBER CONSTRUCTION CO,23-Oct-2025 01:54 PM,Rejected-AOC,Reject,19-Dec-2025 07:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3136147,MOHAMMAD ANISH,21-Oct-2025 06:25 PM,Rejected-AOC,Reject,19-Dec-2025 07:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3142165,M/S DILIP KUMAR SAHOO,23-Oct-2025 01:25 PM,Rejected-AOC,Reject,19-Dec-2025 07:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3129348,M/S LAXMI NRUSINGHA CONSTRUCTION AND POWER,22-Oct-2025 01:15 PM,Rejected-AOC,Reject,19-Dec-2025 07:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3126862,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",17-Oct-2025 07:18 AM,Rejected-AOC,Reject,19-Dec-2025 07:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3136269,MS Shree Shyam and Co,21-Oct-2025 11:34 PM,Rejected-AOC,Reject,19-Dec-2025 07:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3144351,Pinaki Mishra,23-Oct-2025 12:05 AM,Rejected-AOC,Reject,19-Dec-2025 07:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3141569,PRAKASH BEHERA,22-Oct-2025 09:33 AM,Rejected-Finance,Rejected due to L2 Bidder,03-Dec-2025 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3145737,Rajesh Kumar Sahu,23-Oct-2025 03:27 PM,Rejected-AOC,Reject,19-Dec-2025 07:34 PM,,,,,,,AOC
