Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,22-Dec-2025 08:08 PM,techsummary_563581.pdf (977.87 KB),22-Dec-2025,"INR 847,605.183",60.0,Satya Narayan Behera,22-Dec-2025 08:14 PM,7843.PDF (976.00 KB),work order,1,3251385,Bhabani Sarkar,24-Nov-2025 04:41 PM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,1.0,3250961.0,BIJAY KUMAR RAY,INR,"847,605.183",Finance,summary,Satya Narayan Behera,22-Dec-2025 08:00 PM,finance_563581.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,22-Dec-2025 08:12 PM,finsummary_563581.pdf (977.87 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2025_CERWI_121126_1,"03/RWD-I,MKG/2025-26",Special Repair to Link road from MV.10 to MV.9 road (RCC Slab Culvert) in the District of Malkangiri for the year 2025-26,AOC,1.0,Correction of EMD,Fee,,"4,000",0.0,Nil,Nil,No,"8,400",Yes,fixed,,Nil,Nil,12-Nov-2025 09:00 AM,25-Nov-2025 11:00 AM,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,12-Nov-2025 09:00 AM ,21-Nov-2025 05:00 PM ,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"03/RWD-I,MKG/2025-26",2025_CERWI_121126_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Special Repair to Link road from MV.10 to MV.9 road (RCC Slab Culvert) in the District of Malkangiri for the year 2025-26,Special Repair to Link road from MV.10 to MV.9 road (RCC Slab Culvert) in the District of Malkangiri for the year 2025-26,NA ,NA ,"9,97,065",Civil Works - Roads,NA ,Tender,90.0,60.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI",1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE",AOC
,,,,,,,,,,,,,2,3245069,BIBEK KUMAR DEURI,24-Nov-2025 03:05 AM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC
,,,,,,,,,,,,,3,3250961,BIJAY KUMAR RAY,24-Nov-2025 02:52 PM,Accepted-AOC,Selected in Transparent Lottery,22-Dec-2025 08:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3245761,CHAMELI BISWAS,24-Nov-2025 01:09 AM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3247114,DANDASI LAXMAN RAO,24-Nov-2025 07:41 AM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3245746,KANCHAN DEURI,24-Nov-2025 04:03 AM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3250903,KISHOR BISWAS,24-Nov-2025 02:36 PM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3249111,MANTU BEHERA,23-Nov-2025 09:46 PM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3236379,MRIDUL BISWAS,18-Nov-2025 10:08 PM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3248360,RANJITA BHOWMIK (S.C),24-Nov-2025 05:11 AM,Rejected-Technical,Not Selected in Transparent Lottery,22-Dec-2025 08:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
