Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Proceeding of the Tender,Pradyumna Dash,12-Dec-2025 04:41 PM,finance_549895.pdf,BOQ Comparative Chart,"PA, ITDA",Internal,,Pradyumna Dash,14-Oct-2025 11:46 AM,14-Oct-2025 03:00 PM,techsummary_549895.pdf (2770.03 KB),16-Dec-2025,"INR 9,378,595",270.0,Pradyumna Dash,16-Dec-2025 06:36 PM,2671.pdf (459.00 KB),1,3062917,ABHIMANYU NAIK,04-Sep-2025 08:19 AM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,1.0,3061796.0,AMIYA KUMAR JENA,INR,"9,378,595","PA, ITDA",Internal,,Pradyumna Dash,16-Dec-2025 06:19 PM,finsummary_549895.pdf (458.96 KB),Technical,Technical Bid Evaluation uploaded,Pradyumna Dash,14-Oct-2025 11:41 AM,technical_549895.pdf,ST and SC Development Deptt||ITDA Th. Rampur,2025_STSCD_117012_2,"ITDA, THR-02/2025-26",Construction of 50 Seated Boys Hostel at Madhupur Ashram School,AOC,"1,10,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Th. Rampur,"ITDA, THR-02/2025-26",2025_STSCD_117012_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,19-Aug-2025 05:00 PM,10-Sep-2025 11:00 AM,19-Aug-2025 05:00 PM,04-Sep-2025 05:00 PM,NA ,NA ,19-Aug-2025 05:00 PM,04-Sep-2025 05:00 PM,14-Oct-2025 03:00 PM,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","Project Administrator, ITDA, Th.Rampur, AT/PO. Bhawanipatna, Near SBI Main Branch, Kalahandi, Odisha",Construction of 50 Seated Boys Hostel at Madhupur Ashram School,Construction of 50 Seated Boys Hostel at Madhupur Ashram School,B and A ,NA ,"1,10,32,343",Civil Works - Buildings,NA ,Tender,120.0,270.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,3048751,AJAYA KUMAR BOHIDAR,03-Sep-2025 06:53 PM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3063167,AJAY KUMAR SETHI,04-Sep-2025 11:55 AM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3061796,AMIYA KUMAR JENA,02-Sep-2025 08:57 PM,Accepted-AOC,Due to Transparent lottery,16-Dec-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3063487,ANKIT KUMAR AGRAWAL,04-Sep-2025 02:35 PM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3062748,Bhakta Charan Bhoi,04-Sep-2025 02:15 PM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3063417,Debasish Sahu,04-Sep-2025 01:51 PM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3058638,DILLIP KUMAR MISHRA,04-Sep-2025 11:53 AM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3049133,GITANJALI PADHAN,04-Sep-2025 12:45 PM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3059897,Gupteswar Behera,02-Sep-2025 05:56 PM,Rejected-Finance,Due to transparent lottery,16-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
