Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,"total 6 (Six) Nos. bidders have participated in the Online Tender Process in respect of Construction of One Forester Quarter in Khari CG Campus of Singhbahali KL Range, Balangir KL Division.",Pradeep Mirase,26-Dec-2025 12:11 PM,finance_571760.pdf,BOQ Comparative Chart,1.0,3326968.0,GIRIJA SHANKAR JOSHI,INR,"1,527,901",Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Bolangir||DFO Bolangir KL,2025_DFBLK_123239_1,BC-DFO-KL-BLGR-03/2025-26,Construction of Forester Quarter in Khari CG Campus Singhabahali KL Range under Balangir KL Division,Pradeep Mirase DFO,Internal,"Keshab Naik ACF, Jitendra Sahoo ACF, Jajabar Nanda, Fr, Rajesh Kumar Dash Sr Asst.",Pradeep Mirase,29-Dec-2025 06:20 PM,finsummary_571760.pdf (712.38 KB),Pradeep Mirase DFO,Internal,"Keshab Naik ACF, Jitendra Sahoo ACF, Jajabar Nanda Fr, Rajesh kumar Dash Sr Asst",Pradeep Mirase,26-Dec-2025 06:08 PM,techsummary_571760.pdf (835.70 KB),29-Dec-2025,"INR 1,527,901",75.0,Pradeep Mirase,29-Dec-2025 06:44 PM,aocfrsinghbahali.pdf (1496.00 KB),"AOC to L1 Sri Girija Shankar Joshi based on the transparent lottery system, after the signing of necessary agreement and submission of APS, EMD and other relevant documents as mentioned in AOC",1,3327285,BIKASH PATEL,25-Dec-2025 11:25 AM,Rejected-Finance,Lost in transparent lottery system and rejected,29-Dec-2025 06:20 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTN, Cost of Tender Paper, Bid Security Declaration, Affidavit and other documents",16-Dec-2025 10:00 AM,26-Dec-2025 11:30 AM,16-Dec-2025 10:00 AM,25-Dec-2025 05:00 PM,16-Dec-2025 10:00 AM ,22-Dec-2025 05:00 PM ,16-Dec-2025 10:00 AM,25-Dec-2025 05:00 PM,1.0,ICICI BANK,Construction of Forester Quarter in Khari CG Campus Singhabahali KL Range under Balangir KL Division,"Construction of one number of Forester Quarter at Khari C.G. Campus of Singhabahali KL Range, Balangir KL Division",Please refer Tender documents. ,NA ,"21,13,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,"At- Khari CG Campus, Singhbahali KL Range, Sonepur",767016.0,NA ,NA ,NA ,O/o the DFO KL Balangir,No ,No,"6,000",Nil,Nil,No,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Bolangir||DFO Bolangir KL,BC-DFO-KL-BLGR-03/2025-26,2025_DFBLK_123239_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,DFO KL Balangir,"O/o the DFO, KL, Balangir",0.0,No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3326968,GIRIJA SHANKAR JOSHI,24-Dec-2025 09:17 PM,Accepted-AOC,AOC to L1 Shri Girija Shankar Joshi as per transparent lottery system,29-Dec-2025 06:44 PM,AOC,,,.xls,BOQ (Bill of Quantity),,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3322457,MANAS RANJAN MISHRA,22-Dec-2025 01:55 PM,Rejected-Finance,Lost in transparent lottery system and rejected,29-Dec-2025 06:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3326496,RUPAK KUMAR SWAIN,25-Dec-2025 04:06 PM,Rejected-AOC,L2 in Transparent Lottery System,29-Dec-2025 06:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3327609,SANTOSH KUMAR,25-Dec-2025 03:58 PM,Rejected-AOC,L3 in Transparent Lottery System,29-Dec-2025 06:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3326912,SUMIT KUMAR MISHRA,24-Dec-2025 08:23 PM,Rejected-Finance,Lost in transparent lottery system and rejected,29-Dec-2025 06:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
