Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_214,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of RCC drain from Prasanta Nayak house towards City Mart side road in Ward No.10,Construction of RCC drain from Prasanta Nayak house towards City Mart side road in Ward No.10,Please refer Tender documents. ,NA ,"12,53,101",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality","12,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC",17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC,1,2896850,Lalatendu Mohanty,27-Apr-2025 05:27 PM,Accepted-AOC,Quoted first lowest,16-Dec-2025 07:32 PM,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_214,BM-BDK-01-2025-26,Construction of RCC drain from Prasanta Nayak house towards City Mart side road in Ward No.10,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,16-Dec-2025 07:29 PM,finsummary_536712.pdf (240.28 KB),1.0,2896850.0,Lalatendu Mohanty,INR,"1,065,261",16-Dec-2025,"INR 1,065,261",90.0,Sourav Chakrabarty,16-Dec-2025 07:32 PM,214.pdf (1325.00 KB),work order issued,Finance,ok,TAPASA KUMAR SAMAL,05-May-2025 12:37 PM,,BOQ Comparative Chart,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,16-Dec-2025 07:27 PM,techsummary_536712.pdf (240.28 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,AOC,2,2897678,Naresh Chandra Jena,28-Apr-2025 11:54 AM,Rejected-AOC,Quoted second lowest,16-Dec-2025 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2895428,RAKESH KUMAR NAYAK,26-Apr-2025 11:29 AM,Rejected-AOC,Quoted first lowest,16-Dec-2025 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
