S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3035625.0,SUMANTA DAS,INR,"789,623",Finance,Six bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Bharat Kumar Sethi,19-Aug-2025 01:32 PM,finance_548067.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,05-Dec-2025 05:46 PM,finsummary_548067.pdf (408.20 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_113870_6,MC(CMC)CTC_Div-IINo.10/2025-26,Construction of C.C. road and drain with cover slab from Biranchi Narayan Praharaj res to Biswanath nayak res at Samanta Sahi in Ward No. 24.,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,05-Dec-2025 05:40 PM,techsummary_548067.pdf (408.20 KB),05-Dec-2025,"INR 789,623",60.0,Subas Chandra Sahoo,05-Dec-2025 05:50 PM,2025_ORULB_113870_6.pdf (408.00 KB),Work Order,1,3033715,JAGATJYOTI PATTANAIK,12-Aug-2025 05:27 PM,Rejected-AOC,Rejected,05-Dec-2025 05:51 PM,AOC,1.0,ICICI BANK,"9,300",Yes,fixed,,Nil,Nil,Construction of C.C. road and drain with cover slab from Biranchi Narayan Praharaj res to Biswanath nayak res at Samanta Sahi in Ward No. 24.,Construction of C.C. road and drain with cover slab from Biranchi Narayan Praharaj res to Biswanath nayak res at Samanta Sahi in Ward No. 24.,Please refer Tender documents. ,NA ,"9,28,800",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,"Executive Engineer, CD-II","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012","4,720",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",02-Aug-2025 03:00 PM,19-Aug-2025 11:00 AM,02-Aug-2025 03:00 PM,14-Aug-2025 05:00 PM,NA ,NA ,02-Aug-2025 03:00 PM,14-Aug-2025 05:00 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IINo.10/2025-26,2025_ORULB_113870_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3035723,MANAS KUMAR BEHERA (S.C.),14-Aug-2025 12:37 PM,Rejected-AOC,Rejected,05-Dec-2025 05:51 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3035708,PABITRA KUMAR SINGH,14-Aug-2025 12:29 PM,Rejected-AOC,Rejected,05-Dec-2025 05:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3036065,SANJAY KUMAR SETHY(SC),14-Aug-2025 03:15 PM,Rejected-AOC,Rejected,05-Dec-2025 05:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3036119,SUBRAT KUMAR NAYAK,14-Aug-2025 03:22 PM,Rejected-AOC,Rejected,05-Dec-2025 05:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3035625,SUMANTA DAS,14-Aug-2025 11:54 AM,Accepted-AOC,Accepted,05-Dec-2025 05:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
