S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality",Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_159,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,"20,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC",Construction of paver road from Kedar Das house towards Srimant Barik house in Ward No.30,Construction of paver road from Kedar Das house towards Srimant Barik house in Ward No.30,Please refer Tender documents. ,NA ,"19,99,197",Civil Works - Others,NA ,Tender,90.0,120.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,AOC,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,25-Dec-2025 02:02 PM,finsummary_536566.pdf (240.28 KB),1.0,2895670.0,Padan Majhi,INR,"1,699,517",Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_159,BM-BDK-01-2025-26,Construction of paver road from Kedar Das house towards Srimant Barik house in Ward No.30,1,2895670,Padan Majhi,26-Apr-2025 04:02 PM,Accepted-AOC,Quoted first lowest,25-Dec-2025 02:07 PM,26-Dec-2025,"INR 1,699,517",120.0,Sourav Chakrabarty,25-Dec-2025 02:06 PM,159.pdf (1475.00 KB),work order issued,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,25-Dec-2025 01:56 PM,techsummary_536566.pdf (240.28 KB),Finance,ok,TAPASA KUMAR SAMAL,03-May-2025 11:03 AM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2897100,PRANANATH SETHY,28-Apr-2025 10:20 AM,Rejected-Technical,Disqualified,25-Dec-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2895925,RANJEET BEHERA,26-Apr-2025 05:51 PM,Rejected-AOC,Quoted fifth lowest,25-Dec-2025 02:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2896000,RATH MUNDA,27-Apr-2025 04:13 PM,Rejected-AOC,Quoted second lowest,25-Dec-2025 02:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2898004,SADHABANI MALIK(S.C),28-Apr-2025 01:32 PM,Rejected-AOC,Quoted forth lowest,25-Dec-2025 02:07 PM,,,,,,,,,,,,,,,,,,,,AOC
