Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
27-Oct-2025 10:00 AM,10-Nov-2025 11:00 AM,27-Oct-2025 10:00 AM,07-Nov-2025 05:00 PM,NA ,NA ,27-Oct-2025 10:00 AM,07-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NITANDDTCN,EXECUTIVE OFFICER,HINJILICUT MUNICIPALITY,"4,000",0.0,Nil,Nil,No,"Construction of Balance portion Road infront of SDH, Ward no-7 of Hinjilicut Municipality","Construction of Balance portion Road infront of SDH, Ward no-7 of Hinjilicut Municipality",Please refer Tender documents. ,NA ,"7,45,763",Civil Works - Roads,NA ,Tender,90.0,90.0,HINJILICUT MUNICIPALITY,761102.0,NA ,NA ,NA ,HINJILICUT MUNICIPALITY,No ,No,1.0,ICICI BANK,"7,458",Yes,fixed,,Nil,Nil,Municipal Bodies||Hinjilicut Municipal Council,HIN-MUN-03/2025-26,2025_ORULB_120042_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3193178,AKASH NAYAK,07-Nov-2025 12:45 PM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,17-Dec-2025,"INR 745,762.5",90.0,Sukanta Chandra Beura,17-Dec-2025 04:24 PM,AOC.pdf (616.00 KB),Chairperson Hinjilicut Municipality,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Accountant",Sukanta Chandra Beura,17-Dec-2025 04:05 PM,techsummary_558171.pdf (586.97 KB),Municipal Bodies||Hinjilicut Municipal Council,2025_ORULB_120042_5,HIN-MUN-03/2025-26,"Construction of Balance portion Road infront of SDH, Ward no-7 of Hinjilicut Municipality",Chairperson Hinjilicut Municipality,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Accountant",Sukanta Chandra Beura,17-Dec-2025 04:13 PM,finsummary_558171.pdf (1316.46 KB),Finance,15 nos. of bidder has been participated on this tender and document downloaded successfully.,Sukanta Chandra Beura,10-Nov-2025 06:14 PM,finance_558171.pdf,BOQ Comparative Chart,1.0,3181693.0,SANTOSH KUMAR MAHARANA,INR,"633,972.7",AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,2,3193875,ANIL KUMAR SAHU,07-Nov-2025 04:10 PM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3193780,BINOD KUMAR PADHEE,07-Nov-2025 02:19 PM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3178601,GOPAL CHANDRA SAHU,04-Nov-2025 10:51 AM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3165374,HIMANSU SEKHAR TRIPATHY,07-Nov-2025 10:33 AM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3183968,JAGANNATH SAHU,05-Nov-2025 12:49 PM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3185089,MANTU BEHERA,05-Nov-2025 05:12 PM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3180867,PANDABA PRADHAN,06-Nov-2025 11:39 PM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3192756,PRAFULLA KUMAR SAHU,07-Nov-2025 11:46 AM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3183137,Rohita Kumar Bisoyi,05-Nov-2025 10:01 AM,Rejected-AOC,As per Transparent Lottary System,17-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
