S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3188055.0,PRASANNA KUMAR HOTA,INR,"1,071,761",CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_120114_40,BI No.Tender Online SNPR-06 of 2025-26.,S/R to RD road to Kuliabahal (B) from ch. 0/000 to 1/000 Km.,1,3190352,MUNITA MAHAKUD,06-Nov-2025 05:39 PM,Rejected-AOC,Rejected,05-Dec-2025 07:58 PM,05-Dec-2025,"INR 1,071,761",60.0,Subhrata Meher,05-Dec-2025 07:58 PM,AOC.pdf (479.00 KB),Work awarded in regular lottery system.,Finance,6 nos of bidders,Subhrata Meher,14-Nov-2025 07:52 PM,,BOQ Comparative Chart,Er. Subhrata Meher,Internal,"Er. Subhrata Meher, DAO-I Arjun Mahto, JE (Estimator) Lipun Sa",Subhrata Meher,05-Dec-2025 07:55 PM,finsummary_558593.pdf (329.56 KB),Er. Subhrata Meher,Internal,"Er. Subhrata Meher, DAO-I Arjun Mahto, JE (Estimator) Lipun Sa",Subhrata Meher,05-Dec-2025 07:53 PM,techsummary_558593.pdf (329.56 KB),AOC,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",1.0,ICICI BANK,29-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,29-Oct-2025 05:00 PM ,06-Nov-2025 04:00 PM ,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"12,610",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-06 of 2025-26.,2025_CERWI_120114_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to RD road to Kuliabahal (B) from ch. 0/000 to 1/000 Km.,Civil S/R Roads works,Please refer Tender documents. ,NA ,"12,61,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,AOC
,,,,,,,,,2,3171043,Namita Mishra,03-Nov-2025 02:06 PM,Rejected-AOC,Rejected,05-Dec-2025 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3188055,PRASANNA KUMAR HOTA,07-Nov-2025 04:55 AM,Accepted-AOC,Work awarded in regular lottery system.,05-Dec-2025 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3188379,PREMLAL SETH,07-Nov-2025 05:30 AM,Rejected-AOC,Rejected,05-Dec-2025 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3175554,RATRU RANA,02-Nov-2025 09:08 PM,Rejected-AOC,Rejected,05-Dec-2025 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3179224,RINKI SAHU,05-Nov-2025 10:41 PM,Rejected-AOC,Rejected,05-Dec-2025 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
