EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"7,080",Yes,fixed,,Nil,Nil,23-Oct-2025 05:00 PM,31-Oct-2025 09:00 AM,23-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,23-Oct-2025 05:00 PM ,30-Oct-2025 05:00 PM ,23-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,S/R to MDR 26 to Hatibarikona for the year 2025-26,S/R to MDR 26 to Hatibarikona for the year 2025-26,Please refer Tender documents. ,NA ,"7,07,977",Civil Works - Roads,NA ,Tender,90.0,30.0,ROURKELA,769004.0,NA ,NA ,NA ,"Office of the Executive Engineer,RW Division,Rourk",No ,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,Online-EERKL-09 of 2025-26,2025_CERWI_119936_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"Ececutive Engineer, RW Division,Rourkela","Office of the Executive Engineer,RW Division,Rourk",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, PAN Card, GSTN, Registration Certificate and other documents as per DTCN.",AOC,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Dasharathi Sethy,20-Dec-2025 06:06 PM,techsummary_557766.pdf (276.85 KB),EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Dasharathi Sethy,20-Dec-2025 06:08 PM,finsummary_557766.pdf (276.85 KB),Finance,5 Bidders Applied,Dasharathi Sethy,20-Dec-2025 06:04 PM,,BOQ Comparative Chart,1.0,3168027.0,Manoj Gadhei,INR,"601,851",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2025_CERWI_119936_18,Online-EERKL-09 of 2025-26,S/R to MDR 26 to Hatibarikona for the year 2025-26,1,3167206,A K R TRADERS,30-Oct-2025 11:35 AM,Rejected-AOC,Rejected by the Committee,20-Dec-2025 06:10 PM,20-Dec-2025,"INR 601,851",30.0,Dasharathi Sethy,20-Dec-2025 06:10 PM,33.pdf (277.00 KB),Awarded Cost,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3168027,Manoj Gadhei,30-Oct-2025 03:07 PM,Accepted-AOC,Awarded,20-Dec-2025 06:10 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3167926,MUKUL KUMAR AGARWAL,30-Oct-2025 02:38 PM,Rejected-AOC,Rejected by the Committee,20-Dec-2025 06:10 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3167745,PIRU CHARAN MURMU,30-Oct-2025 02:13 PM,Rejected-AOC,Rejected by the Committee,20-Dec-2025 06:10 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3167500,SANJAY JHA,30-Oct-2025 12:55 PM,Rejected-AOC,Rejected by the Committee,20-Dec-2025 06:10 PM,,,,,,,,AOC
