Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tender Document,"1,000",Odisha University of Technology and Research,Bhubaneswar,No,Odisha University of Technology and Research,OUTR/SBSH/CY/2025-26/20,2025_OUTR_117865_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,"8,000",Yes,fixed,,Odisha University of Technology and Research,Bhubaneswar,"Supply, Installation and commissioning of Deep Freezer 600 ltr with Stabilizer","Supply, Installation and commissioning of Deep Freezer 600 ltr. With stabilizer reaching -20 degree Celsius Temperature for School of Basic Sciences and Humanities at OUTR",Please refer Tender documents. ,NA ,,Laboratory Equipment,NA ,Tender,120.0,45.0,OUTR Bhubaneswar,751029.0,NA ,NA ,NA ,Bhubaneswar,No ,No,10-Sep-2025 06:00 PM,10-Oct-2025 11:00 AM,11-Sep-2025 10:00 AM,09-Oct-2025 06:00 PM,NA ,NA ,11-Sep-2025 11:00 AM,09-Oct-2025 06:00 PM,17-Dec-2025 11:00 AM,"Registrar, OUTR","The Registrar, Odisha University of Technology and Research, Techno campus, MahalaxmiVihar, Bhubaneswar, PIN- 751029",1.0,DD - Demand Draft,AOC,Prof. B.R.Dash,Internal,"Prof. A N Acharya, Dr. Babita Ojha, Dr. S S Sahoo",Anjan Kumar Sahoo,23-Dec-2025 12:44 PM,finsummary_552008.pdf (416.30 KB),23-Dec-2025,"INR 365,800",45.0,Ashish Kumar Jena,23-Dec-2025 06:08 PM,Purchaseorder.pdf (893.00 KB),L1 Bidder,Technical,The tender is opened in due time.,Anjan Kumar Sahoo,10-Oct-2025 04:44 PM,technical_552008.pdf,1,3113768,GENIST TECHNOCRACY PVT. LTD.,07-Oct-2025 11:44 AM,Rejected-Finance,L2 Bidder,23-Dec-2025 12:44 PM,Finance,The financial bid of the successful bidders are opened in due time.,Anjan Kumar Sahoo,18-Dec-2025 09:00 AM,finance_552008.pdf,BOQ Comparative Chart,1.0,3112049.0,OCEAN LIFE SCIENCE CORPORATION,INR,"365,800",Odisha University of Technology and Research,2025_OUTR_117865_1,OUTR/SBSH/CY/2025-26/20,"Supply, Installation and commissioning of Deep Freezer 600 ltr with Stabilizer",Prof. B.R.Dash,Internal,"Prof. A. N. Acharya, Dr. Babita Ojha, Dr. S. S. Sahoo",Anjan Kumar Sahoo,15-Dec-2025 06:10 PM,17-Dec-2025 11:00 AM,techsummary_552008.pdf (1090.55 KB),AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,,,2,3083272,MARK ENTERPRISES,16-Sep-2025 12:18 PM,Rejected-Finance,L3 Bidder,23-Dec-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3118348,M/S SCIENCE SOLUTIONS,09-Oct-2025 01:32 PM,Rejected-Technical,Authorization certificate from the manufacturer is missing. Not Provided any evidence regarding successful execution of supply to Govt. organizations etc.,15-Dec-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3112049,OCEAN LIFE SCIENCE CORPORATION,06-Oct-2025 04:47 PM,Accepted-AOC,L1 Bidder,23-Dec-2025 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3120364,RASHMITA TRADERS,09-Oct-2025 04:28 PM,Rejected-Technical,Not Provided any evidence regarding successful execution of supply to Govt. organizations etc.,15-Dec-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3109948,UTKAL SCIENTIFIC INSTRUMENTS,06-Oct-2025 04:45 PM,Rejected-Technical,Authorization certificate from the manufacturer is missing. Not eligible for EMD exemption.,15-Dec-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
