Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
10-Nov-2025 05:00 PM,19-Nov-2025 11:30 AM,10-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,10-Nov-2025 05:00 PM ,17-Nov-2025 03:00 PM ,10-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,OnlineTender/11/SERWDG-I/25-26,2025_CERWI_121050_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",1.0,ICICI BANK,"E.E., R.W. Division-I, Ganjam, Berhampur","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010",SR to Ranipada to balighai road,SR to Ranipada to balighai road,NA ,NA ,"40,34,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Berhampur,760010.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-I, GANJAM, BERHAMPUR",No ,No,"6,000",0.0,Nil,Nil,No,"40,340",Yes,fixed,,Nil,Nil,AOC,"Executive Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Rasmita Kumari Sahu,30-Dec-2025 01:07 PM,finsummary_563138.pdf (793.44 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_121050_1,OnlineTender/11/SERWDG-I/25-26,SR to Ranipada to balighai road,1.0,3233146.0,SHARADA PRASAD RATH,INR,"3,428,928",Finance,Bid opening Summary,Rasmita Kumari Sahu,30-Dec-2025 12:56 PM,finance_563138.pdf,BOQ Comparative Chart,1,3233518,AMAR NATH JENA,18-Nov-2025 10:30 AM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,30-Dec-2025,"INR 3,428,928",60.0,Rasmita Kumari Sahu,30-Dec-2025 01:30 PM,AOC1.pdf (383.00 KB),71P1 / 2025-26,"Executive Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Rasmita Kumari Sahu,30-Dec-2025 01:02 PM,techsummary_563138.pdf (548.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3225622,Deepak Kumar Swain,14-Nov-2025 06:29 PM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3234577,DIPAK KUMAR SAHU,18-Nov-2025 11:09 AM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3233158,GOUTAM PRADHAN,17-Nov-2025 05:58 PM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3232898,Jitendra Pradhan,17-Nov-2025 04:26 PM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3234465,Prasant Kumar Sethy,18-Nov-2025 10:34 AM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3234877,RAHUL KUMAR PADHY,18-Nov-2025 12:38 PM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3233902,RAJESH POLEI,17-Nov-2025 11:02 PM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3234159,Ramesh Pradhan,18-Nov-2025 08:01 AM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3233737,Sachidananda Sahu,17-Nov-2025 09:04 PM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3234259,SAMIR KUMAR SETHI,18-Nov-2025 10:23 AM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3223383,Sangeeta Mohapatro,18-Nov-2025 09:55 AM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3235737,SHANKARA PRADHAN,18-Nov-2025 04:09 PM,Rejected-AOC,After drawl of transparent lottery,30-Dec-2025 01:30 PM,,,,,,,,,,,,,,AOC
