Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Odisha State Agricultural Marketing Board||RMC Kesinga,RMC-Kesinga/02-2025-26,2025_OSAMB_116437_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"14,824",Yes,fixed,,Nil,Nil,Construction of Infrastructure development work at Manikera PPC,FIC cum FRS TUBE well,As per DTCN ,NA ,"14,82,385",Civil Works - Others,NA ,Rate Contract,90.0,NA ,Manikera,766102.0,NA ,NA ,NA ,Kesinga,No ,No,chairman RMC Kesinga,Kesinga Kalahandi,05-Aug-2025 11:00 AM,19-Aug-2025 11:00 AM,05-Aug-2025 11:00 AM,18-Aug-2025 05:00 PM,NA ,NA ,05-Aug-2025 11:00 AM,18-Aug-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN EMD etc as per DTCN,1.0,ICICI BANK,"4,000",Nil,Nil,Yes,AOC,Odisha State Agricultural Marketing Board||RMC Kesinga,2025_OSAMB_116437_1,RMC-Kesinga/02-2025-26,Construction of Infrastructure development work at Manikera PPC,Subcollector,Internal,"Secretary,JE,AEE,Accountant",Prabhat Kumar Parida,04-Dec-2025 08:06 PM,finsummary_548265.pdf (1156.07 KB),Finance,admitted,Jyoti Ranjan Dash,19-Aug-2025 07:10 PM,,BOQ Comparative Chart,1.0,3040260.0,UGRESAN TANDI (S.C),INR,"1,260,175",1,3032760,ALAKA PATRA,18-Aug-2025 03:49 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,04-Dec-2025,"INR 1,260,175",60.0,Prabhat Kumar Parida,06-Dec-2025 05:01 PM,ManikeraAOC.pdf (449.00 KB),Qualified in lottery,Sub collector Bhawanipatna,Internal,Secretary AEE JE Accoutant,Jyoti Ranjan Dash,11-Sep-2025 02:39 PM,techsummary_548265.pdf (1112.83 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Financial,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3039769,BHUBAN BIHARI SING,18-Aug-2025 02:16 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3036314,DOLAMANI CHOUDHURY,14-Aug-2025 05:42 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3040309,JAY SHRI RAM TRADERS,18-Aug-2025 04:48 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3039745,MEENA DEVI,18-Aug-2025 01:48 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3040073,M/S ANIRUDH INFRA,18-Aug-2025 01:54 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3035348,NARESH KUMAR DAS,15-Aug-2025 12:01 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3035296,NEMICHAND AGRAWAL,15-Aug-2025 10:05 AM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3039761,PAYAL AGRAWAL,18-Aug-2025 03:51 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3039071,PRATAP KISHOR NAIK,17-Aug-2025 01:02 PM,Rejected-AOC,not qualified in lottery,06-Dec-2025 05:02 PM,,,,,,,,,,,,,,AOC
