Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Executive Engineer, RW Division-II, Umerkote","O/o the Executive Engineer, Rural Works Division-II, Nabarangpur, Umerkote","2,000",0.0,Nil,Nil,No,"4,983",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,13-Sep-2025 04:00 PM,22-Sep-2025 11:00 AM,13-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,13-Sep-2025 04:00 PM ,19-Sep-2025 01:00 PM ,13-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender 07 RWD-UKT 2025-26,2025_CERWI_118006_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,RI Office cum residence Building at Sunabeda,RI Office cum residence Building at Sunabeda,NA ,NA ,"4,98,291",Civil Works - Buildings,NA ,Tender,90.0,30.0,Umerkote,764073.0,NA ,NA ,NA ,"EE, RW Division-II, Nabarangpur, Umerkote",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, Valid PAN, GST, CASTE, AFFIDAVIT AND Other Documents as per DTCN",AOC,31-Dec-2025,"INR 423,597",30.0,Gobinda Chandra Tudu,31-Dec-2025 05:02 PM,agmt04.pdf (648.00 KB),agmt value,1,3082807,AJAYA KUMAR BEHERA,19-Sep-2025 09:39 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Rupabanya Naik,31-Dec-2025 12:53 PM,techsummary_552509.pdf (213.11 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_118006_1,Online Tender 07 RWD-UKT 2025-26,RI Office cum residence Building at Sunabeda,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Rupabanya Naik,31-Dec-2025 01:07 PM,finsummary_552509.pdf (213.11 KB),Finance,47 no of bidders have participated for the above work,Rupabanya Naik,31-Dec-2025 12:46 PM,finance_552509.pdf,BOQ Comparative Chart,1.0,3085295.0,ALEKHA CHANDRA MOHANTY,INR,"423,597",AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC,,,,,,,,2,3085295,ALEKHA CHANDRA MOHANTY,17-Sep-2025 07:56 PM,Accepted-AOC,Qualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3084198,ANJALI BISWAS,18-Sep-2025 12:14 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3090079,A SAI KUMAR,20-Sep-2025 02:15 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3089434,BALRAM HARIJAN,20-Sep-2025 10:36 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3086866,BASANTA KUMAR TRIPATHY,18-Sep-2025 06:54 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3089379,BASANTI PARIDA,19-Sep-2025 10:39 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3087769,BIBHUTI BHUSAN BEHERA,19-Sep-2025 10:03 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3087114,BIMAL CHANDRA MALLICK,18-Sep-2025 09:44 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3088871,BINOD KUMAR MOHANTY,19-Sep-2025 10:25 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
