Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3084571,BIPANNA NANDI,18-Sep-2025 01:59 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3090121,DEBANAND NAG,20-Sep-2025 12:59 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3090094,DHANMAT GANDA,20-Sep-2025 01:22 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3085704,DIGAMBAR MOHANTY,17-Sep-2025 11:36 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,3085684,DINESH BISWAS,18-Sep-2025 09:28 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,3085268,GHANASHYAMA BISOYI,17-Sep-2025 07:07 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,3085527,GOURI PRASAD PATRO,17-Sep-2025 08:05 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,3086559,HATIA ROUT,18-Sep-2025 03:56 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,3086746,HIMANSHU PRADHAN,18-Sep-2025 06:48 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,3089489,JAGANNATH DHALI,20-Sep-2025 12:01 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,3089442,JITENDRA KUMAR JENA,19-Sep-2025 10:48 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,3088586,KUSHA SAHU,19-Sep-2025 04:46 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,3090159,LADU KISHORE NAYAK,20-Sep-2025 12:53 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,3089320,LAXMIKANTA NAYAK (S.T),19-Sep-2025 09:51 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,3086546,LIPA BISWAL,18-Sep-2025 08:40 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,3089960,MOHAMMAD WASHIQ LATHIYA,20-Sep-2025 12:43 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,3089859,NAGESWAR NAYAK,20-Sep-2025 12:03 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,3085358,NARAYAN PANIGRAHI,17-Sep-2025 08:57 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,3084385,PAPU BACHHAR,20-Sep-2025 08:17 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,3086971,Paritosh Gharami,19-Sep-2025 03:38 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,3087266,PRABHAKAR NAYAK,19-Sep-2025 01:41 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,3090918,PRADEEP KUMAR SAMANTRAY,20-Sep-2025 04:47 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,3086689,PRATAP KUMAR MALLICK,18-Sep-2025 08:09 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,3090830,PRATHAM PRASAD SWAIN,20-Sep-2025 04:33 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,3088746,RABI SING NAYAK,19-Sep-2025 05:43 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36,3084165,Rameswar Gond,17-Sep-2025 01:30 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37,3087905,RAM KRISHNA MANDAL,19-Sep-2025 03:30 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38,3087313,RATAN KUMAR MONDAL,19-Sep-2025 08:29 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39,3088383,SAKTI PRASAD BEHERA,19-Sep-2025 03:34 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40,3087358,SANTOSH KUMAR SWAIN,19-Sep-2025 09:51 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41,3085816,SANTSOH SHARMA,18-Sep-2025 10:13 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42,3084340,SASWAT MAJHI,17-Sep-2025 10:52 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43,3089758,SIMANCHAL NAYAK,20-Sep-2025 10:50 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44,3090250,SUBRAT MEDINIRAY,20-Sep-2025 03:06 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,45,3088991,SUMITRA BEPARI,19-Sep-2025 09:22 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,46,3087291,SURENDRA DURGA,19-Sep-2025 08:22 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,47,3090651,TAPAN KUMAR PATRA,20-Sep-2025 03:32 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
