Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Construction of twin staff quarters (4 Units Non Teaching) at Tileikani Girls High School under Balisankara Block,Construction of twin staff quarters (4 Units Non Teaching) at Tileikani Girls High School under Balisankara Block,AS PER DTCN ,NA ,"47,37,980",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, SUNDARGARH",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN Card, GSTIN, No relation certificate, Affidavit and other documents as per DTCN",1.0,ICICI BANK,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-03/2025-26,2025_STSCD_116140_13,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"47,380",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Other,,PROJECT ADMINISTRATOR,"ITDA, SUNDARGARH",29-Jul-2025 01:00 PM,13-Aug-2025 11:00 AM,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,AOC,COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,10-Dec-2025 12:49 PM,techsummary_547561.pdf (545.65 KB),COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,10-Dec-2025 12:54 PM,finsummary_547561.pdf (545.64 KB),Finance,TENDER STATUS,LAXMAN SAHOO,22-Aug-2025 08:52 PM,finance_547561.pdf,BOQ Comparative Chart,1,3021854,BIJAY KUMAR BEHERA,02-Aug-2025 07:09 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_116140_13,ITDASNG-03/2025-26,Construction of twin staff quarters (4 Units Non Teaching) at Tileikani Girls High School under Balisankara Block,1.0,3031977.0,PRAVASIS PRADHAN,INR,"4,027,757",10-Dec-2025,"INR 4,027,757",180.0,LAXMAN SAHOO,10-Dec-2025 12:59 PM,TSQTileikani.pdf (590.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3024353,DEEPAK KUMAR TOPPO,05-Aug-2025 12:11 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3032401,KIRTIMEGHA PARIJA,11-Aug-2025 09:02 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3033657,MANAS RANJAN DASH,12-Aug-2025 04:53 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3026033,MARIYAM KISPOTTA,10-Aug-2025 08:16 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3029651,MOHAMMAD SHAHABUDDIN,09-Aug-2025 08:51 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3031977,PRAVASIS PRADHAN,11-Aug-2025 05:06 PM,Accepted-AOC,1st lowest in transparent lottery process,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3032607,PRIYAM KUMAR NAIK,12-Aug-2025 06:56 AM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3033104,RAJ KUMAR PATEL,12-Aug-2025 01:00 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3033462,SUBASH CHANDRA LAKRA,12-Aug-2025 04:14 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,AOC
