EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"16,200",Yes,fixed,,Nil,Nil,S.E. MI Divn. Kandhamal,O/o the S.E. MI Divn. Kandhamal,Improvement to Tumudibandha MIP in Tumudibandha Block of Kandhamal district under Critical Grant for the year 2025-26,Improvement to Tumudibandha MIP in Tumudibandha Block of Kandhamal district under Critical Grant for the year 2025-26,Please refer Tender documents. ,NA ,"16,19,000",Civil Works - Others,Repair of MIP ,Tender,90.0,90.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,"6,000",0.0,Nil,Nil,No,01-Nov-2025 03:00 PM,11-Nov-2025 11:00 AM,01-Nov-2025 03:00 PM,10-Nov-2025 05:30 PM,NA ,NA ,01-Nov-2025 03:00 PM,10-Nov-2025 05:30 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Only Valid CDMS, GST, PAN, Both sides of Reg. certificate, No relation, Affidavits","CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-08/2025-26,2025_CEMIB_120554_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3208013,AMARESWAR DAS,10-Nov-2025 03:55 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,25-Dec-2025,"INR 1,375,579",90.0,SURJYA NARAYANA PANIGRAHI,25-Dec-2025 09:56 PM,Tumudibandha.pdf (355.00 KB),AOC,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,25-Dec-2025 08:07 PM,techsummary_560932.pdf (1050.43 KB),"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,25-Dec-2025 09:52 PM,finsummary_560932.pdf (1050.43 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120554_6,BID IDENTIFICATION NO-08/2025-26,Improvement to Tumudibandha MIP in Tumudibandha Block of Kandhamal district under Critical Grant for the year 2025-26,1.0,3207737.0,DEBABRATA BISOI,INR,"1,375,579",Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,25-Dec-2025 07:09 PM,finance_560932.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantity,,,,,,,,,,,,,,,AOC,2,3203597,Arabinda Dalabehera,09-Nov-2025 08:32 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3200392,BIKRAM PRADHAN,09-Nov-2025 02:08 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3208138,BILARSEN PARASETH,10-Nov-2025 03:34 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3207559,DANDAPANI BEHERA,10-Nov-2025 02:25 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3207737,DEBABRATA BISOI,10-Nov-2025 03:06 PM,Accepted-AOC,Awarded through Lottery,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3196995,K NARENDRA PRASAD PATRA,09-Nov-2025 02:45 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3196613,"MAMALY ASSOCIATES, PROP SANTOSINI BISWAL",08-Nov-2025 04:19 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3207836,M/S SANJUKTA SAHU,10-Nov-2025 03:09 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3198265,PRABHASINI MOHANTY,10-Nov-2025 03:03 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3207306,PRABHATI PRADHAN,10-Nov-2025 01:58 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3209064,RANJAN KUMAR MUDULI,10-Nov-2025 05:13 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3208994,RASHMITA SAHOO,10-Nov-2025 04:58 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3208116,SANTOSH KUMAR DAS,10-Nov-2025 04:01 PM,Rejected-AOC,Not qualified,25-Dec-2025 09:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
