Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Installation and energisation of Daspur-IV L.I.Project under Puintala Block,Installation and energisation of Daspur-IV L.I.Project under Puintala Block,Please refer Tender documents. ,NA ,"29,31,236",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,120.0,BALANGIR,767002.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Balangir",No ,No,"29,312",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,27-Oct-2025 11:00 AM,04-Nov-2025 11:00 AM,27-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,01-Nov-2025 05:00 PM ,27-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,"E.E., L.I. Division, Balangir","O/o the E.E., L.I. Division, Balangir",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT, EMD, PAPER COST, NO RELATION CERTIFICATE AND OTHER DOCUMENTS AS PER DTCN",Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,OLIC-BLGR-02/2025-26,2025_OLIC_120040_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,AOC,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,2025_OLIC_120040_10,OLIC-BLGR-02/2025-26,Installation and energisation of Daspur-IV L.I.Project under Puintala Block,EE,Internal,EE and others,APARNA MISHRA,29-Dec-2025 11:16 AM,finsummary_558147.pdf (200.65 KB),Finance,23 Nos. Bidders participated,APARNA MISHRA,29-Dec-2025 11:05 AM,finance_558147.pdf,BOQ Comparative Chart,1.0,3174467.0,PABITRA ELECTRICAL WORKSHOP,INR,"2,491,843",29-Dec-2025,"INR 2,931,235.64",120.0,APARNA MISHRA,29-Dec-2025 11:46 AM,10.pdf (1132.00 KB),Success on Lottery System,1,3168593,ANTARYAMEE SAI,30-Oct-2025 06:30 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,EE,Internal,EE and others,APARNA MISHRA,29-Dec-2025 11:10 AM,techsummary_558147.pdf (200.65 KB),1.0,1st Corrigendum,Regarding tender to be reopened,29-Dec-2025 09:33 AM,REJECTED.pdf ,1162.18,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3171085,BIJAYA KUMAR JAIN,01-Nov-2025 09:38 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3171068,BIKASH KUMAR JAIN,02-Nov-2025 09:06 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3167377,BINOD SAHU,03-Nov-2025 11:57 AM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3165444,DHIRAJ KUMAR AGRAWAL,29-Oct-2025 11:35 AM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3177437,Jay Kishan Rana,03-Nov-2025 02:06 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3169479,JYOTIRANJAN BEDBAK,31-Oct-2025 12:25 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3168793,KAPIL KUMAR JAIN,31-Oct-2025 08:26 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3169488,KARAN JAIN,01-Nov-2025 01:35 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Rejected as confirmed from M/s. S.K.Engineering regarding genuineness of joint ventures,29-Dec-2025 11:05 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3170887,MOHAMMED SALMAN,02-Nov-2025 07:39 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3157840,MOHANLAL AGRAWAL,30-Oct-2025 07:02 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Rejected as confirmed from M/s. Manoj Behera regarding genuineness of joint ventures,29-Dec-2025 11:05 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3173210,M/S Maa Durga Agancy,02-Nov-2025 04:45 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3171695,MS Shree Shyam and Co,01-Nov-2025 05:39 PM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3171051,NILESH KUMAR JAIN,02-Nov-2025 11:29 AM,Rejected-Finance,Unsuccess on Lottery System,29-Dec-2025 11:16 AM,,,,,,,,,,,,,,AOC
