Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,EMD TENDER FEE GST PAN OTHER DOCUMENTS AS PER RFP,1.0,ICICI BANK,IDCO||IDCO||IDCO,CIVIL/EST/10/2025-26,2025_IDCO_117011_1,Yes,National Competitive Bid,Item Rate,Services,2.0,No,No,Online,No,No,No,CGM CIVIL IDCO,IDCO TOWER BHUBANESWAR,Engagement of Consultant for Preparation of Plan and DPR for Construction of Block Level Stadiums in different Districts of Odisha Package II Balasore Mayurbhanj Ganjam Keonjhar and Koraput,Engagement of Consultant for Preparation of Plan and DPR for Construction of Block Level Stadiums in different Districts of Odisha Package II Balasore Mayurbhanj Ganjam Keonjhar and Koraput,AS PER RFP ,NA ,0.0,Consultancy Services,NA ,Tender,120.0,730.0,Balasore Mayurbhanj Ganjam Keonjhar and Koraput,751010.0,NA ,NA ,NA ,CGM CIVIL IDCO,No ,No,"3,00,000",Yes,fixed,,Nil,Nil,18-Aug-2025 06:55 PM,29-Aug-2025 05:30 PM,18-Aug-2025 06:55 PM,29-Aug-2025 05:00 PM,NA ,NA ,18-Aug-2025 06:55 PM,29-Aug-2025 05:00 PM,23-Oct-2025 11:00 AM,"11,800",0.0,Nil,Nil,No,AOC,29-Dec-2025,INR 1,730.0,BHABANI SANKAR BEHERA,29-Dec-2025 04:38 PM,LOABLOCK2.pdf (1121.00 KB),AS PER NEGOTIATION,CGM CIVIL,Internal,CGM PC GM FINANCE,BHABANI SANKAR BEHERA,29-Dec-2025 04:35 PM,finsummary_549731.pdf (1120.55 KB),Technical,Tech Bids of 4 bidders have been opened,OMMKAR MOHANTY,30-Aug-2025 12:03 PM,,1,3043317,ARCHITECTS STUDIO,29-Aug-2025 11:05 AM,Rejected-Finance,AS PER FINANCIAL BID,29-Dec-2025 04:35 PM,Finance,FINANCIAL BIDS OF 3 BIDDERS HAS BEEN OPENED,OMMKAR MOHANTY,23-Oct-2025 12:09 PM,,BOQ Comparative Chart,IDCO||IDCO||IDCO,2025_IDCO_117011_1,CIVIL/EST/10/2025-26,Engagement of Consultant for Preparation of Plan and DPR for Construction of Block Level Stadiums in different Districts of Odisha Package II Balasore Mayurbhanj Ganjam Keonjhar and Koraput,1.0,3054483.0,DEBENDRA KUMAR PARIDA,INR,1.0,CGM CIVIL,Internal,GM FIN CGM PC SE CIVIL,BHABANI SANKAR BEHERA,23-Oct-2025 07:52 AM,23-Oct-2025 11:00 AM,techsummary_549731.pdf (500.96 KB),AOC
,,.pdf,WORK EXPERIENCE TURNOVERS OTHER DOCUMENTS AS PER RFP,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3051323,DDF Consultants Private Limited,29-Aug-2025 01:14 PM,Rejected-Technical,NOT MEETING THE CRITERIA,23-Oct-2025 07:52 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3054483,DEBENDRA KUMAR PARIDA,29-Aug-2025 01:50 PM,Accepted-AOC,AS PER NEGOTIATION,29-Dec-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3042258,RADIANT,25-Aug-2025 05:50 PM,Rejected-Finance,AS PER FINANCIAL BID,29-Dec-2025 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
