Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
15-Sep-2025 10:00 AM,03-Oct-2025 11:00 AM,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,Repair and Restoration of road and culvert from Nahaka Chowk to Maa Bagati temple in ward no 12.,Repair and Restoration of road and culvert from Nahaka Chowk to Maa Bagati temple in ward no 12.,Please refer Tender documents. ,NA ,"84,755",Civil Works - Others,NA ,Tender,30.0,30.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMMBER VYASANAGAR MUNICIPALITY,No ,No,1.0,ICICI BANK,Municipal Bodies||Vyasanagar Municipality,2/VNM/2025-26,2025_ORULB_117995_91,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,vyasanagar Municipality,400.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,850.0,Yes,fixed,,Nil,Nil,AOC,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,22-Dec-2025 12:16 PM,techsummary_552468.pdf (407.65 KB),Eo,Internal,"me,je,acountant",Manas Ranjan Sahoo,22-Dec-2025 12:21 PM,finsummary_552468.pdf (407.65 KB),Finance,ok,Manas Ranjan Sahoo,22-Dec-2025 12:13 PM,finance_552468.pdf,BOQ Comparative Chart,1.0,3099899.0,KUMAR PRIYARANJAN,25-Sep-2025 12:00 PM,Rejected-Finance,due to l2,22-Dec-2025 12:21 PM,Municipal Bodies||Vyasanagar Municipality,2025_ORULB_117995_91,2/VNM/2025-26,Repair and Restoration of road and culvert from Nahaka Chowk to Maa Bagati temple in ward no 12.,1.0,3097829.0,RAJENDRA BEHERA,INR,"89,026.06",22-Dec-2025,"INR 89,026.06",30.0,Manas Ranjan Sahoo,22-Dec-2025 12:26 PM,workorder1.pdf (447.00 KB),due to l1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,3097829.0,RAJENDRA BEHERA,23-Sep-2025 09:59 PM,Accepted-AOC,due to l1,22-Dec-2025 12:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
