EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"29,000",Yes,fixed,,Nil,Nil,28-Nov-2025 10:30 AM,08-Dec-2025 11:00 AM,28-Nov-2025 10:30 AM,08-Dec-2025 09:00 AM,28-Nov-2025 10:30 AM ,08-Dec-2025 09:00 AM ,28-Nov-2025 10:30 AM,08-Dec-2025 09:00 AM,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",MIDGJP-06/2025-26,2025_CEMIB_122065_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD (Online) RC, PAN,GSTIN, affidavit other documents and forms as per DTCN",Construction of Karanjanalla Check Dam Over Karanjanalla in Rayagada Block of Gajapati District under MATY-3.0 Scheme2025-26,Construction of Karanjanalla Check Dam Over Karanjanalla in Rayagada Block of Gajapati District under MATY-3.0 Scheme2025-26,Please refer Tender documents. ,NA ,"28,71,011",Civil Works - Others,NA ,Tender,90.0,90.0,Rayagada,761213.0,NA ,NA ,NA ,"O/o Superintending Engineer,M.I.Division,Gajapati",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"O/o Superintending Engineer,M.I.Division,Gajapati","O/o Superintending Engineer,M.I.Division, Gajapati, Paralakhemundi",AOC,SIMACHALA SATAPATHY,Internal,,Simachala Satapathy,30-Dec-2025 01:20 PM,finsummary_567359.pdf (39.72 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",2025_CEMIB_122065_1,MIDGJP-06/2025-26,Construction of Karanjanalla Check Dam Over Karanjanalla in Rayagada Block of Gajapati District under MATY-3.0 Scheme2025-26,1.0,3286525.0,SANTOSH PUJARI,INR,"2,440,646.64",Finance,10 nos bidder are participated in this tender,Simachala Satapathy,30-Dec-2025 01:10 PM,,BOQ Comparative Chart,30-Dec-2025,"INR 2,871,011.23",90.0,Simachala Satapathy,30-Dec-2025 01:26 PM,AOC016.PDF (184.00 KB),1,3283779,CHITTA RANJAN PARIDA,06-Dec-2025 11:51 AM,Rejected-AOC,UN SUCCESSFUL,30-Dec-2025 01:26 PM,SIMACHALA SATAPATHY,Internal,,Simachala Satapathy,30-Dec-2025 01:14 PM,techsummary_567359.pdf (20.26 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3286249,DASARANKI CHANDU,07-Dec-2025 04:44 PM,Rejected-AOC,UN SUCCESSFUL,30-Dec-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3286664,GOTTIPILLI NABIN,07-Dec-2025 07:03 PM,Rejected-AOC,UN SUCCESSFUL,30-Dec-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3286226,HUTTASAN APPATO,07-Dec-2025 04:17 PM,Rejected-AOC,SUCCESSFUL,30-Dec-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3283857,KESHAB CHANDRA NAYAK,06-Dec-2025 12:17 PM,Rejected-AOC,UN SUCCESSFUL,30-Dec-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3284599,Kommuru Chakravarti,06-Dec-2025 04:07 PM,Rejected-AOC,UN SUCCESSFUL,30-Dec-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3287402,NIRMALA SAHU,07-Dec-2025 11:22 PM,Rejected-AOC,UN SUCCESSFUL,30-Dec-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3284053,RAMESH CHANDRA SAHU,06-Dec-2025 01:13 PM,Rejected-AOC,UN SUCCESSFUL,30-Dec-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3286525,SANTOSH PUJARI,07-Dec-2025 06:33 PM,Accepted-AOC,SUCCESSFUL SELECTED THROUGH LOTTERY SYSTEM S,30-Dec-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3287283,SIVALA CHANDINI,08-Dec-2025 12:25 AM,Rejected-AOC,UN SUCCESSFUL,30-Dec-2025 01:26 PM,,,,,,,AOC
