Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,080",0.0,Nil,Nil,No,"Executive Officer, Jagatsinghpur Municipality","Jagatsinghpur Municipality, Jagatsinghpur",28-Feb-2025 11:00 AM,21-Mar-2025 04:30 PM,28-Feb-2025 11:00 AM,18-Mar-2025 05:00 PM,NA ,NA ,28-Feb-2025 11:00 AM,18-Mar-2025 05:00 PM,Construction of Paver Block Road from Babuli Singh House to Hanuman Chhak in ward No.07,Construction of Paver Block Road from Babuli Singh House to Hanuman Chhak in ward No.07,Please refer Tender documents. ,NA ,"16,80,020",Civil Works - Others,NA ,Tender,60.0,90.0,Construction of Paver Block Road from Babuli Singh,754103.0,NA ,NA ,NA ,Jagatsinghpur Municipality,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost,EMD,PAN,GST,Registration,NRC,Declaration,affidavit, Other as per DTCN",Municipal Bodies||Jagatsinghpur Municipality,EO/ JSPURM/W-04/2024-25,2025_ORULB_111143_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,800",Yes,fixed,,Nil,Nil,AOC,Chairperson,Internal,"Addl. Treasury Officer, Municipal Engineer, Executive Officer",Manas Ranjan Pal,11-Dec-2025 03:35 PM,finsummary_531611.pdf (1368.93 KB),Chairperson,Internal,"Addl Treasury Officer, Municipal Engineer, Executive Officer",Manas Ranjan Pal,06-Dec-2025 04:00 PM,techsummary_531611.pdf (1368.93 KB),11-Dec-2025,"INR 1,428,184.85",90.0,Manas Ranjan Pal,11-Dec-2025 04:11 PM,Work20order.pdf (798.00 KB),Municipal Bodies||Jagatsinghpur Municipality,2025_ORULB_111143_20,EO/ JSPURM/W-04/2024-25,Construction of Paver Block Road from Babuli Singh House to Hanuman Chhak in ward No.07,1.0,2861312.0,TAPAN KUMAR SWAIN,INR,"1,428,184.85",1,2861025,AMARESH SWAIN,18-Mar-2025 12:48 PM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,Finance,All bidders are accepted for further action.,Manas Ranjan Pal,03-Apr-2025 05:15 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2844331,ANANT MOHANTY,17-Mar-2025 07:46 PM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2860164,BATAKRUSHNA SETHY,17-Mar-2025 09:44 PM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2854056,HIMANSU SEKHAR PAITAL,17-Mar-2025 09:50 PM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2858389,KALPANA MOHANTY,17-Mar-2025 08:51 PM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2855756,PRADEEP KUMAR DAS,18-Mar-2025 09:40 AM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2855008,RAJ NARAYAN SAHOO,14-Mar-2025 06:13 PM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2852562,SIDDHARTHA SHANKAR TRIPATHY,16-Mar-2025 08:13 PM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2861141,SUJIT KUMAR MOHANTY,18-Mar-2025 01:27 PM,Rejected-Finance,As per Lottery Proceeding,11-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2854441,SURYAKANTA SAHOO,15-Mar-2025 03:14 PM,Rejected-AOC,As per lottery process,11-Dec-2025 04:11 PM,,,,,,,AOC
