Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Improvement to service road of Disty. No.06 from RD 00 to 665 Mtr,Civil Work,Please refer Tender documents. ,NA ,"15,44,286",Civil Works - Others,NA ,Tender,90.0,180.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/o the S.E, Jagatsinghpur Irrigation Division",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, Affidavit, NRC, undertakings, GSTIN, PAN and any other documents as per SBD/DTCN","15,500",Yes,fixed,,Nil,Nil,17-Apr-2025 10:00 AM,30-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,29-Apr-2025 05:30 PM,NA ,NA ,17-Apr-2025 10:00 AM,29-Apr-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",NOTICE NO.JID-01 OF 2025-26,2025_CELBB_112501_44,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"Jagatsinghpur Irrigation Division, Jagatsinghpur",AOC,Superintending Engineer,Internal,,kamadev das,16-Jun-2025 11:43 AM,finsummary_536864.pdf (68.67 KB),Superintending Engineer,Internal,,kamadev das,16-Jun-2025 11:27 AM,techsummary_536864.pdf (68.67 KB),04-Dec-2025,"INR 1,312,798",180.0,kamadev das,04-Dec-2025 09:55 PM,44.pdf (67.00 KB),1.0,2890087.0,PRATIMA JENA,INR,"1,312,798","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",2025_CELBB_112501_44,NOTICE NO.JID-01 OF 2025-26,Improvement to service road of Disty. No.06 from RD 00 to 665 Mtr,1,2898703,AMARESWAR DAS,28-Apr-2025 06:26 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,Finance,"The opening of the Technical and Financial Bid, it is found that 16 nos. of bidder has been participated in the above said work",kamadev das,08-May-2025 10:02 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2892234,BHASKAR CHANDRA MOHAPATRA,24-Apr-2025 04:53 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2896527,BIJAYA BHOL,27-Apr-2025 12:30 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2890019,Bijaya Kumar Swain,23-Apr-2025 01:25 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2896597,JANARDAN SWAIN,27-Apr-2025 01:43 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2900664,KABIR LENKA,29-Apr-2025 04:20 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2898672,MADAN MOHAN BHUYAN,28-Apr-2025 06:00 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2898723,M/S. DAMODAR SWAIN,29-Apr-2025 11:32 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2895730,NARAYAN BEHERA,28-Apr-2025 05:16 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2899393,PRASANA KUMAR SWAIN,29-Apr-2025 09:52 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,16-Jun-2025 11:43 AM,,,,,,,AOC
